MarketPlace,product_category,star_rating
FR,Mobile_Apps,5
FR,Mobile_Apps,5
FR,PC,4
FR,PC,5
FR,Toys,5
FR,PC,5
FR,Toys,2
FR,Digital_Music_Purchase,3
FR,Mobile_Apps,5
FR,Digital_Music_Purchase,5
FR,Toys,3
FR,Mobile_Apps,3
FR,PC,5
FR,Mobile_Apps,4
FR,Digital_Music_Purchase,1
FR,Toys,4
FR,Toys,5
FR,Mobile_Apps,4
FR,Mobile_Apps,1
FR,Shoes,5
FR,Mobile_Apps,5
