State,HighQ,HighQN,MedQ,MedQN,LowQ,LowQN,date
Hawaii,310.05000000000001,415,266.68000000000001,464,174.22999999999999,29,2014-08-18
Idaho,277.10000000000002,395,248.81,589,163.53,32,2014-08-18
Illinois,355.73000000000002,5098,283.19999999999999,4832,193.38999999999999,412,2014-08-18
Indiana,333.44,2142,211.62,1972,155.47999999999999,301,2014-08-18
Iowa,366.41000000000003,878,289.66000000000003,898,249.30000000000001,112,2014-08-18
Kansas,351.35000000000002,1058,261.93000000000001,883,121.73,130,2014-08-18
Kentucky,338.19,1336,183.52000000000001,1319,123.31,167,2014-08-18
Louisiana,366.55000000000001,1386,244.78999999999999,1199,144.08000000000001,293,2014-08-18
Maine,317.25,559,254.56,577,272.94999999999999,59,2014-08-18
Montana,266.82999999999998,686,248.58000000000001,337,571.67999999999995,30,2014-08-18
Nebraska,341.73000000000002,640,250.66,641,133.37,73,2014-08-18
Nevada,268.23000000000002,1122,229.21000000000001,1262,235.30000000000001,75,2014-08-18
New Hampshire,357.38,536,291.12,586,617.09000000000003,46,2014-08-18
New Jersey,348.64999999999998,2784,288.33999999999997,3696,225.38,236,2014-08-18
New Mexico,288.88999999999999,710,201.06999999999999,573,94.879999999999995,58,2014-08-18
New York,346.35000000000002,7142,265.26999999999998,7703,208.18000000000001,574,2014-08-18
North Carolina,349.33999999999997,3650,245.91999999999999,2645,151.41999999999999,285,2014-08-18
North Dakota,405.45999999999998,186,365.32999999999998,272,336.50999999999999,21,2014-08-18
Ohio,334.54000000000002,3846,217.43000000000001,3800,165.30000000000001,503,2014-08-18
Oklahoma,364.33999999999997,958,232.31,934,122.59999999999999,175,2014-08-18
Oregon,208.77000000000001,1989,183.72,1752,178.05000000000001,82,2014-08-18
Maryland,370.38,2565,252.5,2146,187.00999999999999,181,2014-08-18
Massachusetts,350.25,3668,289.04000000000002,3289,221.46000000000001,268,2014-08-18
Michigan,291.31,3690,274.51999999999998,3311,265.05000000000001,272,2014-08-18
Minnesota,357.32999999999998,2152,276.13,2148,184.69999999999999,114,2014-08-18
Mississippi,336.94,545,146.75999999999999,478,145.59999999999999,129,2014-08-18
Missouri,357.61000000000001,2004,246.00999999999999,1840,146.09999999999999,273,2014-08-18
Pennsylvania,366.17000000000002,4981,267.95999999999998,4351,192.86000000000001,469,2014-08-18
Rhode Island,321.38999999999999,655,257.92000000000002,474,199.96000000000001,40,2014-08-18
South Carolina,341.94999999999999,1507,201.97999999999999,1235,185.30000000000001,152,2014-08-18
South Dakota,377.11000000000001,196,348.32999999999998,228,123.94,22,2014-08-18
Tennessee,352.81999999999999,2022,225.94999999999999,1661,185.05000000000001,196,2014-08-18
Texas,336.94999999999999,7516,233.56999999999999,7597,144.18000000000001,1064,2014-08-18
Utah,287.23000000000002,868,238.52000000000001,927,207.34999999999999,57,2014-08-18
Vermont,374.77999999999997,332,317.01999999999998,317,190.75999999999999,28,2014-08-18
Virginia,366.82999999999998,3141,292.11000000000001,2688,224.37,256,2014-08-18
Washington,232.69,3013,189.69,3139,136.27000000000001,142,2014-08-18
West Virginia,354.52999999999997,494,213.88999999999999,476,145.37,55,2014-08-18
Wisconsin,352.93000000000001,2019,271.45999999999998,1906,250.78999999999999,147,2014-08-18
Wyoming,349.69,116,356.25,170,161.30000000000001,12,2014-08-18
Alabama,339.95999999999998,1070,199.31,966,152.11000000000001,128,2014-01-19
Alaska,291,260,263.79000000000002,305,388.57999999999998,26,2014-01-19
Arizona,303.52999999999997,1983,210.25,1665,197.16999999999999,226,2014-01-19
Arkansas,360.58999999999997,589,182.94,560,128.03,116,2014-01-19
California,248.44,12386,193.19999999999999,13144,192.88999999999999,790,2014-01-19
Colorado,236.96000000000001,2253,197.41,1837,213.55000000000001,134,2014-01-19
Connecticut,347.19,1326,273.83999999999997,1359,257.36000000000001,91,2014-01-19
Delaware,372.79000000000002,359,226.75999999999999,280,199.88,34,2014-01-19
District of Columbia,352.16000000000003,451,293.87,355,211.38,40,2014-01-19
Florida,306.37,6680,219.83000000000001,5382,157.37,523,2014-01-19
Georgia,331.98000000000002,3177,214.08000000000001,2328,154.69999999999999,233,2014-01-19
Hawaii,308.22000000000003,335,272.54000000000002,360,162.11000000000001,26,2014-01-19
Idaho,276.75,321,257.86000000000001,455,133.75,22,2014-01-19
Illinois,359.42000000000002,4100,287.25999999999999,3739,181.09999999999999,345,2014-01-19
Indiana,336.97000000000003,1712,206.62,1493,161.59999999999999,254,2014-01-19
Iowa,372.31999999999999,708,292.77999999999997,668,252.24000000000001,103,2014-01-19
Kansas,355.13,853,261.05000000000001,649,124.27,109,2014-01-19
Kentucky,338.14999999999998,1036,181.34,1012,125.11,136,2014-01-19
Louisiana,375.31999999999999,1107,243.84999999999999,893,152,231,2014-01-19
Maine,319.94999999999999,464,257.83999999999997,444,214.80000000000001,52,2014-01-19
Montana,279.12,593,251.58000000000001,267,734.64999999999998,22,2014-01-19
Nebraska,352.35000000000002,518,248.63,523,142.50999999999999,63,2014-01-19
Nevada,270.5,925,219.13999999999999,953,231.08000000000001,61,2014-01-19
New Hampshire,377.98000000000002,442,289.57999999999998,460,561.24000000000001,39,2014-01-19
New Jersey,355.24000000000001,2292,293.70999999999998,2872,231.68000000000001,192,2014-01-19
New Mexico,294.83999999999997,580,205.38,447,63.700000000000003,42,2014-01-19
New York,352.29000000000002,5949,268.31999999999999,5985,190.03999999999999,491,2014-01-19
North Carolina,355.52999999999997,2875,247.12,1969,151.94999999999999,232,2014-01-19
North Dakota,410.88,141,360.63999999999999,206,269.55000000000001,13,2014-01-19
Ohio,336.66000000000003,3137,213.61000000000001,2895,168.15000000000001,407,2014-01-19
Oklahoma,364.31999999999999,775,229.81,694,120.54000000000001,134,2014-01-19
Oregon,212.77000000000001,1651,188.94999999999999,1363,175.34,63,2014-01-19
Maryland,379.74000000000001,2023,247.93000000000001,1599,196.11000000000001,153,2014-01-19
Massachusetts,354.05000000000001,2945,297.31999999999999,2533,217.65000000000001,223,2014-01-19
Michigan,298.54000000000002,3122,276.30000000000001,2595,228.59999999999999,232,2014-01-19
Minnesota,370.17000000000002,1758,278.31999999999999,1591,182.59,102,2014-01-19
Mississippi,340.13999999999999,417,150.97999999999999,359,137.43000000000001,98,2014-01-19
Missouri,368.48000000000002,1594,242.25999999999999,1322,151.52000000000001,210,2014-01-19
Pennsylvania,372.16000000000003,3935,266.44,3309,194.19999999999999,376,2014-01-19
Rhode Island,334.33999999999997,538,261.24000000000001,365,207.93000000000001,33,2014-01-19
South Carolina,347.48000000000002,1182,201.68000000000001,925,174.66999999999999,122,2014-01-19
South Dakota,386.83999999999997,167,367.48000000000002,170,125.68000000000001,20,2014-01-19
Tennessee,358.33999999999997,1593,224.40000000000001,1265,199.5,153,2014-01-19
Texas,342.45999999999998,6131,236.00999999999999,5821,142.13999999999999,869,2014-01-19
Utah,292.22000000000003,704,232.84,699,168.59,44,2014-01-19
Vermont,378.88999999999999,283,323,232,187.63999999999999,25,2014-01-19
Virginia,373.79000000000002,2541,287.27999999999997,2021,227.21000000000001,210,2014-01-19
Washington,235.75999999999999,2395,192,2421,149.69,109,2014-01-19
West Virginia,362.43000000000001,369,197.94999999999999,383,158.30000000000001,41,2014-01-19
Wisconsin,358.06,1670,269.81,1410,231.68000000000001,130,2014-01-19
Wyoming,354.02999999999997,94,378.63999999999999,137,161.30000000000001,11,2014-01-19
Alabama,340.13999999999999,1124,202.80000000000001,1016,146.33000000000001,133,2014-02-19
Alaska,285.10000000000002,277,253.84,320,388.57999999999998,26,2014-02-19
Arizona,303.55000000000001,2067,209.81,1750,195.71000000000001,237,2014-02-19
Arkansas,358.99000000000001,616,183.03,582,127.31,124,2014-02-19
California,248.09999999999999,12853,192.93000000000001,13729,191.06,821,2014-02-19
Colorado,237.38999999999999,2370,197.80000000000001,1949,227.88999999999999,143,2014-02-19
Connecticut,346.86000000000001,1372,277.18000000000001,1435,252.31,95,2014-02-19
Delaware,372.13,371,227.49000000000001,290,206.61000000000001,36,2014-02-19
District of Columbia,349.56999999999999,468,293.83999999999997,382,208.53,41,2014-02-19
Florida,305.45999999999998,7033,219.61000000000001,5703,153.65000000000001,539,2014-02-19
Georgia,331.48000000000002,3319,213.77000000000001,2431,153.61000000000001,236,2014-02-19
Hawaii,307.81999999999999,347,273,375,167.62,27,2014-02-19
Idaho,275.29000000000002,330,258.38999999999999,481,129.38999999999999,24,2014-02-19
Illinois,355.80000000000001,4306,287.55000000000001,3904,177.53999999999999,359,2014-02-19
Indiana,334.94,1806,208.36000000000001,1564,168.69999999999999,261,2014-02-19
Iowa,370.88,741,293.05000000000001,705,247.69,107,2014-02-19
Kansas,354.12,879,261.63999999999999,691,113.7,111,2014-02-19
Kentucky,338.5,1085,181.40000000000001,1056,124.52,142,2014-02-19
Louisiana,373.41000000000003,1159,243.97999999999999,943,148.11000000000001,246,2014-02-19
Maine,320.29000000000002,475,259.88,463,214.80000000000001,52,2014-02-19
Montana,270.00999999999999,609,251.5,281,734.64999999999998,22,2014-02-19
Nebraska,347.42000000000002,543,248.56999999999999,543,141.75999999999999,64,2014-02-19
Nevada,269.47000000000003,952,218.63,998,252.49000000000001,63,2014-02-19
New Hampshire,376.06,458,289.70999999999998,479,677.38,41,2014-02-19
New Jersey,353.66000000000003,2369,291.89999999999998,3005,233.99000000000001,203,2014-02-19
New Mexico,292.02999999999997,601,204.94999999999999,464,63.700000000000003,42,2014-02-19
New York,351.35000000000002,6155,268.02999999999997,6265,189.78,505,2014-02-19
North Carolina,355.02999999999997,2987,248.44,2055,152.40000000000001,242,2014-02-19
North Dakota,406.33999999999997,150,351.07999999999998,224,363.11000000000001,16,2014-02-19
Ohio,336.49000000000001,3257,213.66,3049,166.06,424,2014-02-19
Oklahoma,365.70999999999998,811,227.47,735,118.84999999999999,139,2014-02-19
Oregon,211.87,1715,188.84,1430,169.34,68,2014-02-19
Maryland,380.06,2121,250.08000000000001,1684,192.19999999999999,158,2014-02-19
Massachusetts,352.14999999999998,3058,296.5,2639,221.40000000000001,229,2014-02-19
Michigan,297.67000000000002,3208,275.24000000000001,2705,225.49000000000001,238,2014-02-19
Minnesota,369.51999999999998,1820,277.69,1671,181.28,103,2014-02-19
Mississippi,338.77999999999997,445,147.56999999999999,385,140.88,110,2014-02-19
Missouri,367.94,1671,242.05000000000001,1401,149.40000000000001,217,2014-02-19
Pennsylvania,370.92000000000002,4151,266.92000000000002,3496,190.74000000000001,391,2014-02-19
Rhode Island,332.77999999999997,559,259.93000000000001,383,201.75,34,2014-02-19
South Carolina,346.24000000000001,1246,202.37,979,174.44999999999999,128,2014-02-19
South Dakota,389.69,175,367.50999999999999,181,124.17,21,2014-02-19
Tennessee,356.88,1669,226.88999999999999,1333,193.34,163,2014-02-19
Texas,341.66000000000003,6410,235.84,6166,143.69,917,2014-02-19
Utah,292.19999999999999,729,234.30000000000001,746,189.78,47,2014-02-19
Vermont,377.64999999999998,291,320.17000000000002,249,187.63999999999999,25,2014-02-19
Virginia,372.70999999999998,2638,288.42000000000002,2136,227.03,223,2014-02-19
Washington,235.28999999999999,2490,191.27000000000001,2523,146.19,116,2014-02-19
West Virginia,363.73000000000002,396,216.08000000000001,399,160.65000000000001,42,2014-02-19
Wisconsin,358,1732,270.23000000000002,1489,238.37,138,2014-02-19
Wyoming,354.11000000000001,95,378.33999999999997,140,161.30000000000001,11,2014-02-19
Alabama,341.35000000000002,1178,203.86000000000001,1068,147.59,138,2014-03-19
Alaska,285.64999999999998,283,256.06999999999999,337,388.57999999999998,26,2014-03-19
Arizona,302.88999999999999,2124,209.40000000000001,1818,190.91,247,2014-03-19
Arkansas,352.13999999999999,643,183,610,129.66999999999999,126,2014-03-19
California,246.90000000000001,13230,193.00999999999999,14252,191.91999999999999,849,2014-03-19
Colorado,238.58000000000001,2473,197.69,2040,225.27000000000001,147,2014-03-19
Connecticut,346.5,1412,275.86000000000001,1486,252.31,95,2014-03-19
Delaware,371.87,385,226.53999999999999,310,206.61000000000001,36,2014-03-19
District of Columbia,348.75999999999999,484,293.29000000000002,397,208.53,41,2014-03-19
Florida,305.02999999999997,7324,219.24000000000001,5974,151.94999999999999,562,2014-03-19
Georgia,329.76999999999998,3456,214.61000000000001,2545,151.81999999999999,243,2014-03-19
Hawaii,308.16000000000003,358,276.43000000000001,394,167.62,27,2014-03-19
Idaho,275.86000000000001,341,255.94,503,140.27000000000001,26,2014-03-19
Illinois,357.94999999999999,4442,286.80000000000001,4047,176.81,368,2014-03-19
Indiana,334.33999999999997,1866,208.81999999999999,1653,168.09,263,2014-03-19
Iowa,370.94999999999999,762,291.27999999999997,736,247.69,107,2014-03-19
Kansas,352.14999999999998,918,262.31999999999999,724,121.53,116,2014-03-19
Kentucky,337.48000000000002,1139,182.53,1104,125.09999999999999,145,2014-03-19
Louisiana,370.85000000000002,1190,243.25,985,148.13,254,2014-03-19
Maine,319.24000000000001,495,258.91000000000003,476,213.47999999999999,53,2014-03-19
Montana,269.30000000000001,622,251.22999999999999,294,704.88999999999999,23,2014-03-19
Nebraska,347.02999999999997,566,250.06999999999999,560,140.63,67,2014-03-19
Nevada,268.32999999999998,981,217.63999999999999,1050,252.49000000000001,63,2014-03-19
New Hampshire,369.54000000000002,473,290.64999999999998,495,677.38,41,2014-03-19
New Jersey,353.31999999999999,2437,291.69999999999999,3130,231.72,212,2014-03-19
New Mexico,291.16000000000003,622,215.18000000000001,482,75.120000000000005,44,2014-03-19
New York,350.94,6312,266.94,6505,205.36000000000001,517,2014-03-19
North Carolina,354.04000000000002,3119,246.38,2166,151.31999999999999,248,2014-03-19
North Dakota,401.42000000000002,161,355.13999999999999,231,347.50999999999999,17,2014-03-19
Ohio,335.83999999999997,3365,214.5,3189,165.86000000000001,434,2014-03-19
Oklahoma,365.10000000000002,837,229.28999999999999,770,118.31999999999999,149,2014-03-19
Oregon,211.22999999999999,1762,187.53,1479,169.41999999999999,70,2014-03-19
Maryland,377.81999999999999,2191,250.13999999999999,1753,190.34,165,2014-03-19
Massachusetts,351.02999999999997,3150,294.95999999999998,2744,218.41,237,2014-03-19
Michigan,296.63999999999999,3299,272.86000000000001,2803,229.56,243,2014-03-19
Minnesota,367.77999999999997,1887,277.38,1760,179.69999999999999,104,2014-03-19
Mississippi,342.31,464,146.68000000000001,400,137.97,116,2014-03-19
Missouri,367.98000000000002,1745,244.00999999999999,1467,149.47,221,2014-03-19
Pennsylvania,369.47000000000003,4300,267.27999999999997,3661,190.28,403,2014-03-19
Rhode Island,331.92000000000002,578,259.38999999999999,399,201.75,34,2014-03-19
South Carolina,346.00999999999999,1292,202.84,1026,184.5,135,2014-03-19
South Dakota,388.48000000000002,178,354.5,187,124.17,21,2014-03-19
Tennessee,356.87,1728,226.34999999999999,1403,191.19999999999999,170,2014-03-19
Texas,340.88999999999999,6634,235.13,6436,143.63999999999999,944,2014-03-19
Utah,291.95999999999998,750,234.88,776,187.19,48,2014-03-19
Vermont,377.23000000000002,295,320.55000000000001,259,190.36000000000001,26,2014-03-19
Virginia,372.38999999999999,2713,287.94999999999999,2223,225.25,227,2014-03-19
Washington,234.40000000000001,2588,191.5,2613,145.18000000000001,119,2014-03-19
West Virginia,359.49000000000001,417,215.62,413,160.38,43,2014-03-19
Wisconsin,356.67000000000002,1783,269.81,1554,240.15000000000001,139,2014-03-19
Wyoming,355.70999999999998,100,376.85000000000002,146,161.30000000000001,11,2014-03-19
Alabama,341.18000000000001,1234,205.53999999999999,1110,143.97999999999999,143,2014-04-19
Alaska,287.82999999999998,293,256.94999999999999,350,375.81999999999999,27,2014-04-19
Arizona,301.43000000000001,2195,209.24000000000001,1900,194.11000000000001,254,2014-04-19
Arkansas,352.04000000000002,681,184.66999999999999,633,129.02000000000001,128,2014-04-19
California,246.25999999999999,13625,192.05000000000001,14844,192.75999999999999,878,2014-04-19
Colorado,236.99000000000001,2559,196.49000000000001,2139,228.06999999999999,153,2014-04-19
Connecticut,345.19999999999999,1457,274.67000000000002,1542,249.46000000000001,99,2014-04-19
Delaware,370.60000000000002,398,227.78999999999999,321,209.72,38,2014-04-19
District of Columbia,347,503,290.61000000000001,419,214.00999999999999,45,2014-04-19
Florida,304.33999999999997,7607,218.62,6231,152.28,587,2014-04-19
Georgia,329.20999999999998,3586,215.06999999999999,2647,154.24000000000001,251,2014-04-19
Hawaii,314.19999999999999,370,275.70999999999998,410,167.62,27,2014-04-19
Idaho,274.75,351,255.16,519,139.21000000000001,27,2014-04-19
Illinois,356.76999999999998,4596,286.14999999999998,4191,189.63,377,2014-04-19
Indiana,334.82999999999998,1919,209.72,1704,157.34999999999999,275,2014-04-19
Iowa,370.38999999999999,788,292.33999999999997,766,247.09999999999999,110,2014-04-19
Kansas,351.25999999999999,954,261.88,756,120.19,119,2014-04-19
Kentucky,336.27999999999997,1179,183.03,1147,123.77,152,2014-04-19
Louisiana,370.12,1230,243.88,1030,147.56999999999999,260,2014-04-19
Maine,318.70999999999998,509,258.29000000000002,499,216.72,56,2014-04-19
Montana,268.66000000000003,635,250.61000000000001,307,660.66999999999996,25,2014-04-19
Nebraska,344.29000000000002,584,251.06,575,140.02000000000001,68,2014-04-19
Nevada,268.37,1011,227.02000000000001,1089,243.46000000000001,66,2014-04-19
New Hampshire,360.74000000000001,484,290.85000000000002,512,677.38,41,2014-04-19
New Jersey,352.50999999999999,2512,290.89999999999998,3239,231.78,216,2014-04-19
New Mexico,290.88999999999999,634,201.25,512,80.209999999999994,47,2014-04-19
New York,349.30000000000001,6486,266.60000000000002,6741,205.31999999999999,526,2014-04-19
North Carolina,353.70999999999998,3233,245.12,2272,150.93000000000001,254,2014-04-19
North Dakota,392.48000000000002,166,351.02999999999997,242,334.13,18,2014-04-19
Ohio,336.35000000000002,3474,215.78999999999999,3333,164.59999999999999,448,2014-04-19
Oklahoma,366.44999999999999,862,232.24000000000001,809,120.93000000000001,154,2014-04-19
Oregon,210.09,1805,185.99000000000001,1534,165.75,75,2014-04-19
Maryland,375.22000000000003,2266,249.81999999999999,1830,189.38,168,2014-04-19
Massachusetts,350.38999999999999,3259,294.83999999999997,2848,219.78,241,2014-04-19
Michigan,295.29000000000002,3375,278.47000000000003,2906,272.57999999999998,248,2014-04-19
Minnesota,367.56999999999999,1953,277.05000000000001,1851,183.44999999999999,108,2014-04-19
Mississippi,340.63,482,146.83000000000001,413,140.94999999999999,119,2014-04-19
Missouri,368.31999999999999,1804,244.88999999999999,1554,148.31999999999999,232,2014-04-19
Pennsylvania,368.56999999999999,4442,267.43000000000001,3790,195.66,419,2014-04-19
Rhode Island,330.22000000000003,590,258.73000000000002,411,208.36000000000001,35,2014-04-19
South Carolina,344.47000000000003,1335,202.44999999999999,1067,186.91,139,2014-04-19
South Dakota,387.60000000000002,179,355.30000000000001,197,124.17,21,2014-04-19
Tennessee,356.41000000000003,1792,224.87,1450,188.47,174,2014-04-19
Texas,339.56999999999999,6832,233.84999999999999,6703,143.06999999999999,970,2014-04-19
Utah,291.25,777,241.44,814,188.53,50,2014-04-19
Vermont,376.64999999999998,308,318.98000000000002,269,190.36000000000001,26,2014-04-19
Virginia,371.13,2802,288.25,2313,224.33000000000001,235,2014-04-19
Washington,233.52000000000001,2655,190.72999999999999,2709,141.86000000000001,123,2014-04-19
West Virginia,357.05000000000001,434,214.69999999999999,429,158.25,46,2014-04-19
Wisconsin,355.29000000000002,1839,271.06999999999999,1633,241.02000000000001,141,2014-04-19
Wyoming,355.73000000000002,105,362.56,150,161.30000000000001,11,2014-04-19
Alabama,341.29000000000002,1281,204.31,1156,142.41999999999999,147,2014-05-19
Alaska,285.52999999999997,303,260.22000000000003,363,359.87,29,2014-05-19
Arizona,302.36000000000001,2250,208.34999999999999,1974,189.13999999999999,265,2014-05-19
Arkansas,351.37,693,183.72999999999999,653,129.02000000000001,128,2014-05-19
California,245.86000000000001,14020,192.38,15356,190.02000000000001,911,2014-05-19
Colorado,236.83000000000001,2637,196.66,2225,232.47999999999999,156,2014-05-19
Connecticut,344.31,1493,272.77999999999997,1592,251.03,100,2014-05-19
Delaware,369.56999999999999,408,228.66999999999999,328,209.72,38,2014-05-19
District of Columbia,346.18000000000001,523,291.08999999999997,435,209.83000000000001,47,2014-05-19
Florida,303.67000000000002,7867,217.31999999999999,6486,152.44,598,2014-05-19
Georgia,327.54000000000002,3679,215.31,2754,153.02000000000001,261,2014-05-19
Hawaii,314.35000000000002,381,266.22000000000003,424,165.55000000000001,28,2014-05-19
Idaho,276.26999999999998,363,252.13999999999999,531,136.88999999999999,28,2014-05-19
Illinois,356.06,4706,285.85000000000002,4339,188.97,389,2014-05-19
Indiana,334.16000000000003,1972,210.47999999999999,1790,156.36000000000001,280,2014-05-19
Iowa,368.37,811,289.24000000000001,800,247.09999999999999,110,2014-05-19
Kansas,349.61000000000001,976,260.44999999999999,781,120.26000000000001,123,2014-05-19
Kentucky,339.37,1214,181.50999999999999,1204,124.69,155,2014-05-19
Louisiana,368.05000000000001,1272,244.78999999999999,1063,144.75,270,2014-05-19
Maine,318.00999999999999,522,257.87,520,274.25,58,2014-05-19
Montana,268.00999999999999,643,252.43000000000001,311,645.60000000000002,26,2014-05-19
Nebraska,343.56,601,251.18000000000001,591,136.34,70,2014-05-19
Nevada,267.94999999999999,1037,229.93000000000001,1132,242.08000000000001,68,2014-05-19
New Hampshire,359.58999999999997,493,291.66000000000003,527,666.71000000000004,42,2014-05-19
New Jersey,351.56,2571,289.94999999999999,3331,224.99000000000001,221,2014-05-19
New Mexico,290.05000000000001,650,200.53999999999999,524,85.810000000000002,52,2014-05-19
New York,348.55000000000001,6631,266.27999999999997,6955,205.00999999999999,534,2014-05-19
North Carolina,351.44999999999999,3346,244.80000000000001,2359,151.16999999999999,259,2014-05-19
North Dakota,401.38,176,353.73000000000002,249,334.13,18,2014-05-19
Ohio,335.66000000000003,3572,216.03,3446,163.28999999999999,462,2014-05-19
Oklahoma,367.01999999999998,885,234.59999999999999,832,119.37,159,2014-05-19
Oregon,209.59,1842,185.28,1587,163.84,77,2014-05-19
Maryland,373.37,2333,249.61000000000001,1906,189.56999999999999,171,2014-05-19
Massachusetts,351.00999999999999,3344,293.98000000000002,2949,218.66999999999999,247,2014-05-19
Michigan,295.06999999999999,3455,278.41000000000003,3006,273.48000000000002,256,2014-05-19
Minnesota,366.13999999999999,2013,276.87,1910,181.83000000000001,109,2014-05-19
Mississippi,340.26999999999998,503,144.84999999999999,436,140.56999999999999,120,2014-05-19
Missouri,368.17000000000002,1856,243.65000000000001,1622,143.69999999999999,250,2014-05-19
Pennsylvania,367.36000000000001,4561,267.56999999999999,3934,196.33000000000001,432,2014-05-19
Rhode Island,329.16000000000003,600,258.45999999999998,426,201.41999999999999,37,2014-05-19
South Carolina,343.33999999999997,1374,200.06,1102,190.55000000000001,141,2014-05-19
South Dakota,382.94,183,351.72000000000003,205,123.94,22,2014-05-19
Tennessee,354.77999999999997,1845,225.19,1508,187.46000000000001,176,2014-05-19
Texas,338.69,7007,233.63999999999999,6914,142.40000000000001,995,2014-05-19
Utah,289.49000000000001,803,239.21000000000001,838,201.13,52,2014-05-19
Vermont,376.51999999999998,315,321.13,278,190.36000000000001,26,2014-05-19
Virginia,369.70999999999998,2886,288.29000000000002,2409,222.77000000000001,243,2014-05-19
Washington,233.09,2704,190.22,2800,142.97999999999999,128,2014-05-19
West Virginia,355.41000000000003,452,214.66,437,156.09999999999999,48,2014-05-19
Wisconsin,354.86000000000001,1875,272.04000000000002,1685,239.18000000000001,144,2014-05-19
Wyoming,350.72000000000003,108,358.86000000000001,157,161.30000000000001,11,2014-05-19
Alabama,341.06999999999999,1323,204.78,1183,148.38999999999999,152,2014-06-19
Alaska,288.79000000000002,316,262.17000000000002,379,372.08999999999997,31,2014-06-19
Arizona,302.72000000000003,2305,208.84,2029,185.68000000000001,273,2014-06-19
Arkansas,349.88999999999999,717,183.87,676,126.2,134,2014-06-19
California,245.47999999999999,14397,192,15878,189.44999999999999,938,2014-06-19
Colorado,236.94999999999999,2707,196.47,2295,231.56,158,2014-06-19
Connecticut,343.81999999999999,1526,271.57999999999998,1651,256.92000000000002,102,2014-06-19
Delaware,368.82999999999998,419,232.69,346,204.86000000000001,39,2014-06-19
District of Columbia,345.06,544,292.31,452,209.83000000000001,47,2014-06-19
Florida,302.70999999999998,8100,217.84,6716,151.87,614,2014-06-19
Georgia,327.08999999999997,3795,215.22,2862,146.68000000000001,271,2014-06-19
Hawaii,313.70999999999998,386,275.70999999999998,439,165.55000000000001,28,2014-06-19
Idaho,276.00999999999999,370,250.47999999999999,554,136.88999999999999,28,2014-06-19
Illinois,356.32999999999998,4819,285,4481,190.19999999999999,397,2014-06-19
Indiana,333.32999999999998,2040,210.83000000000001,1858,156.18000000000001,285,2014-06-19
Iowa,366.86000000000001,830,290.25,828,247.09999999999999,110,2014-06-19
Kansas,350.67000000000002,997,258.88,811,120.12,126,2014-06-19
Kentucky,338.75,1257,182.06,1239,124.06,160,2014-06-19
Louisiana,367.23000000000002,1312,245.19,1112,143.37,279,2014-06-19
Maine,316.81999999999999,532,256.36000000000001,546,272.94999999999999,59,2014-06-19
Montana,267.64999999999998,661,252.00999999999999,316,632.30999999999995,27,2014-06-19
Nebraska,344.06,611,250.03,607,133.37,73,2014-06-19
Nevada,268.05000000000001,1064,229.44,1174,233.41,72,2014-06-19
New Hampshire,358.88999999999999,509,290.72000000000003,542,657.98000000000002,43,2014-06-19
New Jersey,350.19,2645,288.94999999999999,3440,224.74000000000001,222,2014-06-19
New Mexico,290.33999999999997,670,200.96000000000001,539,93.930000000000007,54,2014-06-19
New York,347.43000000000001,6785,266.05000000000001,7205,205.53,544,2014-06-19
North Carolina,350.41000000000003,3451,244.88,2450,150.18000000000001,269,2014-06-19
North Dakota,401.14999999999998,178,363.29000000000002,259,335.80000000000001,20,2014-06-19
Ohio,335.74000000000001,3655,217.13,3569,162.31999999999999,474,2014-06-19
Oklahoma,365.26999999999998,907,234.16999999999999,873,118.22,163,2014-06-19
Oregon,209.00999999999999,1881,185.31999999999999,1625,162.91,79,2014-06-19
Maryland,371.83999999999997,2401,250.83000000000001,1980,189.56999999999999,176,2014-06-19
Massachusetts,350.63,3460,293.07999999999998,3053,221.94,250,2014-06-19
Michigan,293.64999999999998,3538,277.67000000000002,3114,273.42000000000002,257,2014-06-19
Minnesota,359.31,2060,278.66000000000003,1991,181.19999999999999,110,2014-06-19
Mississippi,337.13999999999999,518,146.16999999999999,451,146.81999999999999,123,2014-06-19
Missouri,362.25999999999999,1895,244.28999999999999,1705,146.90000000000001,262,2014-06-19
Pennsylvania,367.43000000000001,4688,267.37,4068,192.22999999999999,439,2014-06-19
Rhode Island,327.81999999999999,619,255.77000000000001,442,203.71000000000001,38,2014-06-19
South Carolina,343.06,1419,201.02000000000001,1143,189.75999999999999,144,2014-06-19
South Dakota,378.98000000000002,188,350.47000000000003,210,123.94,22,2014-06-19
Tennessee,353.63999999999999,1911,224.80000000000001,1564,187.33000000000001,182,2014-06-19
Texas,338.19,7160,233.16,7147,143.77000000000001,1024,2014-06-19
Utah,289,817,238.81999999999999,875,204.58000000000001,56,2014-06-19
Vermont,376.94,317,320.44999999999999,290,190.36000000000001,26,2014-06-19
Virginia,368.70999999999998,2973,290.88,2505,221.99000000000001,245,2014-06-19
Washington,232.47,2811,189.93000000000001,2885,138.78999999999999,134,2014-06-19
West Virginia,354.22000000000003,467,216.61000000000001,453,155.80000000000001,49,2014-06-19
Wisconsin,354.06999999999999,1919,271.60000000000002,1750,237.56,145,2014-06-19
Wyoming,351.25,109,359.79000000000002,158,161.30000000000001,12,2014-06-19
Alabama,340.75999999999999,1365,202.75999999999999,1218,147.50999999999999,157,2014-07-19
Alaska,287.32999999999998,323,261.37,395,407.31,32,2014-07-19
