State|HighQ|HighQN|date
Arizona|300.54000000000002|2329|2014-07-05
Arkansas|349.29000000000002|727|2014-07-05
California|245.38|14591|2014-07-05
Colorado|238.15000000000001|2740|2014-07-05
Connecticut|343.33999999999997|1547|2014-07-05
Delaware|369.20999999999998|428|2014-07-05
District of Columbia|345.63999999999999|551|2014-07-05
Florida|302.25999999999999|8223|2014-07-05
Georgia|326.87|3855|2014-07-05
Hawaii|311.93000000000001|392|2014-07-05
Idaho|276.82999999999998|380|2014-07-05
Illinois|355.64999999999998|4887|2014-07-05
Indiana|333.00999999999999|2073|2014-07-05
Iowa|367.04000000000002|842|2014-07-05
Kansas|350.31|1007|2014-07-05
Kentucky|338.04000000000002|1275|2014-07-05
Louisiana|366.82999999999998|1326|2014-07-05
Maine|317.45999999999998|536|2014-07-05
Montana|267.37|668|2014-07-05
Nebraska|343.30000000000001|615|2014-07-05
Nevada|267.98000000000002|1076|2014-07-05
New Hampshire|358.5|516|2014-07-05
New Jersey|349.41000000000003|2665|2014-07-05
New Mexico|290.45999999999998|676|2014-07-05
New York|346.87|6852|2014-07-05
North Carolina|350.24000000000001|3501|2014-07-05
North Dakota|399.42000000000002|180|2014-07-05
Ohio|335.25|3696|2014-07-05
Oklahoma|365.91000000000003|922|2014-07-05
Oregon|208.81|1902|2014-07-05
Maryland|371.00999999999999|2448|2014-07-05
Massachusetts|350.41000000000003|3515|2014-07-05
Michigan|292.77999999999997|3579|2014-07-05
Minnesota|358.75|2078|2014-07-05
Mississippi|335.63999999999999|526|2014-07-05
Missouri|357|1932|2014-07-05
Pennsylvania|366.74000000000001|4765|2014-07-05
Rhode Island|324.61000000000001|625|2014-07-05
South Carolina|343.02999999999997|1434|2014-07-05
South Dakota|378.20999999999998|189|2014-07-05
Tennessee|353.27999999999997|1942|2014-07-05
Texas|338|7265|2014-07-05
Utah|288.91000000000003|827|2014-07-05
Vermont|375.80000000000001|322|2014-07-05
Virginia|368.64999999999998|3016|2014-07-05
Washington|232.03|2848|2014-07-05
West Virginia|354.39999999999998|471|2014-07-05
Wisconsin|353.50999999999999|1939|2014-07-05
Wyoming|351.77999999999997|110|2014-07-05
Alabama|340.51999999999998|1384|2014-08-05
Alaska|288.33999999999997|324|2014-08-05
Arizona|300.56|2391|2014-08-05
Arkansas|348.50999999999999|742|2014-08-05
California|245.34999999999999|14991|2014-08-05
Colorado|237.96000000000001|2818|2014-08-05
Connecticut|341.52999999999997|1612|2014-08-05
Delaware|366.63|442|2014-08-05
District of Columbia|346.14999999999998|570|2014-08-05
Florida|301.62|8431|2014-08-05
Georgia|326.61000000000001|3960|2014-08-05
Hawaii|309.87|409|2014-08-05
Idaho|276.20999999999998|392|2014-08-05
Illinois|355.62|5030|2014-08-05
Indiana|333.14999999999998|2127|2014-08-05
Iowa|367.25999999999999|867|2014-08-05
Kansas|351.23000000000002|1046|2014-08-05
Kentucky|337.82999999999998|1316|2014-08-05
Louisiana|366.67000000000002|1373|2014-08-05
Maine|317.55000000000001|553|2014-08-05
Montana|266.86000000000001|681|2014-08-05
Nebraska|341.30000000000001|632|2014-08-05
Nevada|268.91000000000003|1110|2014-08-05
New Hampshire|358.14999999999998|532|2014-08-05
New Jersey|349.14999999999998|2756|2014-08-05
New Mexico|289.26999999999998|698|2014-08-05
New York|347.05000000000001|7067|2014-08-05
North Carolina|349.32999999999998|3621|2014-08-05
North Dakota|405.45999999999998|186|2014-08-05
Ohio|334.87|3803|2014-08-05
Oklahoma|363.76999999999998|950|2014-08-05
Oregon|208.91999999999999|1972|2014-08-05
Maryland|370.45999999999998|2533|2014-08-05
Massachusetts|350.24000000000001|3628|2014-08-05
Michigan|291.89999999999998|3649|2014-08-05
Minnesota|357.66000000000003|2130|2014-08-05
Mississippi|335.70999999999998|536|2014-08-05
Missouri|357.69|1985|2014-08-05
Pennsylvania|365.86000000000001|4907|2014-08-05
Rhode Island|322.24000000000001|644|2014-08-05
South Carolina|341.94999999999999|1486|2014-08-05
South Dakota|377.37|194|2014-08-05
Tennessee|353.56|1998|2014-08-05
Texas|337.41000000000003|7455|2014-08-05
Utah|287.06999999999999|861|2014-08-05
Vermont|375.19|329|2014-08-05
Virginia|367.17000000000002|3093|2014-08-05
Washington|232.69|2989|2014-08-05
West Virginia|354.37|488|2014-08-05
Wisconsin|353.17000000000002|1996|2014-08-05
Wyoming|349.69|116|2014-08-05
Alabama|339.18000000000001|1050|2014-01-06
Alaska|289.07999999999998|256|2014-01-06
Arizona|303.23000000000002|1948|2014-01-06
Arkansas|360.91000000000003|582|2014-01-06
California|248.68000000000001|12189|2014-01-06
Colorado|236.25|2190|2014-01-06
Connecticut|347.72000000000003|1301|2014-01-06
Delaware|373.35000000000002|349|2014-01-06
District of Columbia|352.17000000000002|441|2014-01-06
Florida|306.17000000000002|6555|2014-01-06
Georgia|332.24000000000001|3125|2014-01-06
Hawaii|310.60000000000002|329|2014-01-06
Idaho|276.05000000000001|315|2014-01-06
Illinois|359.80000000000001|4039|2014-01-06
Indiana|336.77999999999997|1676|2014-01-06
Iowa|371.88999999999999|701|2014-01-06
Kansas|354.04000000000002|842|2014-01-06
Kentucky|337.79000000000002|1018|2014-01-06
Louisiana|377.76999999999998|1079|2014-01-06
Maine|321.18000000000001|453|2014-01-06
Montana|279.62|586|2014-01-06
Nebraska|352.74000000000001|509|2014-01-06
Nevada|270.30000000000001|911|2014-01-06
New Hampshire|365.97000000000003|426|2014-01-06
New Jersey|355.12|2266|2014-01-06
New Mexico|293.74000000000001|569|2014-01-06
New York|351.94|5856|2014-01-06
North Carolina|355.43000000000001|2805|2014-01-06
North Dakota|412.37|139|2014-01-06
Ohio|336.49000000000001|3066|2014-01-06
Oklahoma|364.51999999999998|763|2014-01-06
Oregon|213.47999999999999|1623|2014-01-06
Maryland|380.12|1980|2014-01-06
Massachusetts|354.43000000000001|2901|2014-01-06
Michigan|299.32999999999998|3071|2014-01-06
Minnesota|371.35000000000002|1726|2014-01-06
Mississippi|340.01999999999998|414|2014-01-06
Missouri|371.49000000000001|1568|2014-01-06
Pennsylvania|372.61000000000001|3857|2014-01-06
Rhode Island|335.02999999999997|532|2014-01-06
South Carolina|348.88|1157|2014-01-06
South Dakota|387.80000000000001|161|2014-01-06
Tennessee|359.55000000000001|1563|2014-01-06
Texas|343.17000000000002|6037|2014-01-06
Utah|291.50999999999999|695|2014-01-06
Vermont|379.83999999999997|279|2014-01-06
Virginia|373.66000000000003|2500|2014-01-06
Washington|235.91|2364|2014-01-06
West Virginia|361.22000000000003|354|2014-01-06
Wisconsin|358.20999999999998|1635|2014-01-06
Wyoming|354.02999999999997|94|2014-01-06
Alabama|339.81|1106|2014-02-06
Alaska|287.55000000000001|269|2014-02-06
Arizona|303.14999999999998|2032|2014-02-06
Arkansas|359.23000000000002|606|2014-02-06
California|248.38|12657|2014-02-06
Colorado|237.61000000000001|2327|2014-02-06
Connecticut|346.74000000000001|1357|2014-02-06
Delaware|373.45999999999998|365|2014-02-06
District of Columbia|349.92000000000002|464|2014-02-06
Florida|305.76999999999998|6893|2014-02-06
Georgia|332.31|3264|2014-02-06
Hawaii|308.14999999999998|341|2014-02-06
Idaho|276.07999999999998|329|2014-02-06
Illinois|356.45999999999998|4238|2014-02-06
Indiana|335.63|1762|2014-02-06
Iowa|369.86000000000001|728|2014-02-06
Kansas|354.66000000000003|869|2014-02-06
Kentucky|338.99000000000001|1064|2014-02-06
Louisiana|374.16000000000003|1142|2014-02-06
Maine|320.44999999999999|474|2014-02-06
Montana|270.26999999999998|604|2014-02-06
Nebraska|349.19999999999999|536|2014-02-06
Nevada|270.12|941|2014-02-06
New Hampshire|376.43000000000001|455|2014-02-06
New Jersey|354.43000000000001|2337|2014-02-06
New Mexico|293.32999999999998|590|2014-02-06
New York|351.52999999999997|6093|2014-02-06
North Carolina|355.60000000000002|2945|2014-02-06
North Dakota|409.97000000000003|146|2014-02-06
Ohio|336.54000000000002|3206|2014-02-06
Oklahoma|364.37|796|2014-02-06
Oregon|212.22|1687|2014-02-06
Maryland|380.77999999999997|2085|2014-02-06
Massachusetts|352.66000000000003|3018|2014-02-06
Michigan|297.87|3179|2014-02-06
Minnesota|369.76999999999998|1795|2014-02-06
Mississippi|339.19|435|2014-02-06
Missouri|367.37|1642|2014-02-06
Pennsylvania|371.16000000000003|4067|2014-02-06
Rhode Island|332.73000000000002|553|2014-02-06
South Carolina|346.13999999999999|1223|2014-02-06
South Dakota|389.89999999999998|170|2014-02-06
Tennessee|358.04000000000002|1643|2014-02-06
Texas|341.82999999999998|6296|2014-02-06
Utah|293.18000000000001|715|2014-02-06
Vermont|377.22000000000003|289|2014-02-06
Virginia|373.56999999999999|2598|2014-02-06
Washington|235.47999999999999|2448|2014-02-06
West Virginia|363.06|384|2014-02-06
Wisconsin|357.76999999999998|1706|2014-02-06
Wyoming|354.02999999999997|94|2014-02-06
Alabama|340.54000000000002|1152|2014-03-06
Alaska|286.77999999999997|281|2014-03-06
Arizona|303.11000000000001|2101|2014-03-06
Arkansas|356.81|635|2014-03-06
California|247.28|13083|2014-03-06
Colorado|238.06999999999999|2422|2014-03-06
Connecticut|346.77999999999997|1399|2014-03-06
Delaware|371.95999999999998|378|2014-03-06
District of Columbia|349.37|482|2014-03-06
Florida|305.25999999999999|7198|2014-03-06
Georgia|330.47000000000003|3393|2014-03-06
Hawaii|307.79000000000002|354|2014-03-06
Idaho|275.98000000000002|336|2014-03-06
Illinois|358.11000000000001|4379|2014-03-06
Indiana|334.70999999999998|1841|2014-03-06
Iowa|371.04000000000002|756|2014-03-06
Kansas|351.74000000000001|904|2014-03-06
Kentucky|337.68000000000001|1111|2014-03-06
Louisiana|372.58999999999997|1175|2014-03-06
Maine|319.75|487|2014-03-06
Montana|269.69|617|2014-03-06
Nebraska|347.91000000000003|559|2014-03-06
Nevada|268.31|966|2014-03-06
New Hampshire|369.94999999999999|465|2014-03-06
New Jersey|353.30000000000001|2408|2014-03-06
New Mexico|290.89999999999998|615|2014-03-06
New York|351.06999999999999|6247|2014-03-06
North Carolina|354.24000000000001|3067|2014-03-06
North Dakota|401.98000000000002|157|2014-03-06
Ohio|336.20999999999998|3329|2014-03-06
Oklahoma|365.24000000000001|827|2014-03-06
Oregon|211.58000000000001|1739|2014-03-06
Maryland|379.12|2158|2014-03-06
Massachusetts|351.82999999999998|3118|2014-03-06
Michigan|297.25999999999999|3264|2014-03-06
Minnesota|369.22000000000003|1858|2014-03-06
Mississippi|340.37|459|2014-03-06
Missouri|367.47000000000003|1718|2014-03-06
Pennsylvania|370.07999999999998|4242|2014-03-06
Rhode Island|331.70999999999998|573|2014-03-06
South Carolina|345.69|1273|2014-03-06
South Dakota|387.88999999999999|177|2014-03-06
Tennessee|356.07999999999998|1703|2014-03-06
Texas|341.52999999999997|6539|2014-03-06
Utah|292.69999999999999|739|2014-03-06
Vermont|376.95999999999998|293|2014-03-06
Virginia|372.49000000000001|2677|2014-03-06
Washington|234.61000000000001|2541|2014-03-06
West Virginia|361.31999999999999|405|2014-03-06
Wisconsin|356.81999999999999|1763|2014-03-06
Wyoming|352.41000000000003|97|2014-03-06
Alabama|341.30000000000001|1217|2014-04-06
Alaska|287.81999999999999|287|2014-04-06
Arizona|301.64999999999998|2168|2014-04-06
Arkansas|352.22000000000003|664|2014-04-06
California|246.41|13462|2014-04-06
Colorado|237.36000000000001|2524|2014-04-06
Connecticut|345.87|1445|2014-04-06
Delaware|372.60000000000002|392|2014-04-06
District of Columbia|346.37|496|2014-04-06
Florida|304.77999999999997|7494|2014-04-06
Georgia|329.55000000000001|3527|2014-04-06
Hawaii|314.68000000000001|366|2014-04-06
Idaho|275.45999999999998|350|2014-04-06
Illinois|357.12|4535|2014-04-06
Indiana|334.79000000000002|1890|2014-04-06
Iowa|369.44|776|2014-04-06
Kansas|351.20999999999998|941|2014-04-06
Kentucky|340.66000000000003|1159|2014-04-06
Louisiana|370.43000000000001|1216|2014-04-06
Maine|319.32999999999998|503|2014-04-06
Montana|268.72000000000003|630|2014-04-06
Nebraska|344.73000000000002|579|2014-04-06
Nevada|267.56999999999999|1000|2014-04-06
New Hampshire|360.80000000000001|479|2014-04-06
New Jersey|352.72000000000003|2481|2014-04-06
New Mexico|291.36000000000001|630|2014-04-06
New York|350.07999999999998|6413|2014-04-06
North Carolina|354.10000000000002|3191|2014-04-06
North Dakota|401.73000000000002|164|2014-04-06
Ohio|335.81999999999999|3430|2014-04-06
Oklahoma|366.68000000000001|858|2014-04-06
Oregon|210.47|1790|2014-04-06
Maryland|376.13999999999999|2240|2014-04-06
Massachusetts|350.13|3216|2014-04-06
Michigan|295.22000000000003|3349|2014-04-06
Minnesota|367.58999999999997|1933|2014-04-06
Mississippi|343.83999999999997|474|2014-04-06
Missouri|368.08999999999997|1784|2014-04-06
Pennsylvania|368.79000000000002|4396|2014-04-06
Rhode Island|331.14999999999998|584|2014-04-06
South Carolina|344.69|1316|2014-04-06
South Dakota|388.48000000000002|178|2014-04-06
Tennessee|356.14999999999998|1769|2014-04-06
Texas|340.06999999999999|6750|2014-04-06
Utah|291.30000000000001|768|2014-04-06
Vermont|376.89999999999998|302|2014-04-06
Virginia|371.37|2766|2014-04-06
Washington|233.91999999999999|2626|2014-04-06
West Virginia|358.35000000000002|429|2014-04-06
Wisconsin|356.19|1811|2014-04-06
Wyoming|354.32999999999998|104|2014-04-06
Alabama|341.06999999999999|1263|2014-05-06
Alaska|288.19|300|2014-05-06
Arizona|300.83999999999997|2230|2014-05-06
Arkansas|352.04000000000002|686|2014-05-06
California|246.05000000000001|13851|2014-05-06
Colorado|236.58000000000001|2606|2014-05-06
Connecticut|345.14999999999998|1476|2014-05-06
Delaware|369.75999999999999|405|2014-05-06
District of Columbia|347|512|2014-05-06
Florida|304.08999999999997|7772|2014-05-06
Georgia|328.81999999999999|3636|2014-05-06
Hawaii|314.52999999999997|377|2014-05-06
Idaho|276.18000000000001|358|2014-05-06
Illinois|356.51999999999998|4660|2014-05-06
Indiana|335.04000000000002|1950|2014-05-06
Iowa|369.05000000000001|800|2014-05-06
Kansas|350.31|964|2014-05-06
Kentucky|339.24000000000001|1200|2014-05-06
Louisiana|369.58999999999997|1254|2014-05-06
Maine|317.35000000000002|517|2014-05-06
Montana|268.17000000000002|640|2014-05-06
Nebraska|344.10000000000002|595|2014-05-06
Nevada|268.38999999999999|1032|2014-05-06
New Hampshire|359.58999999999997|489|2014-05-06
New Jersey|351.36000000000001|2549|2014-05-06
New Mexico|290.62|644|2014-05-06
New York|348.91000000000003|6574|2014-05-06
North Carolina|352.14999999999998|3304|2014-05-06
North Dakota|391.23000000000002|169|2014-05-06
Ohio|336|3531|2014-05-06
Oklahoma|366.31999999999999|876|2014-05-06
Oregon|209.87|1820|2014-05-06
Maryland|374.57999999999998|2305|2014-05-06
Massachusetts|350.79000000000002|3307|2014-05-06
Michigan|295.35000000000002|3423|2014-05-06
Minnesota|367.00999999999999|1988|2014-05-06
Mississippi|340.63999999999999|493|2014-05-06
Missouri|368.26999999999998|1829|2014-05-06
Pennsylvania|368.06999999999999|4511|2014-05-06
Rhode Island|330.07999999999998|594|2014-05-06
South Carolina|342.83999999999997|1363|2014-05-06
South Dakota|382.94|183|2014-05-06
Tennessee|355.29000000000002|1822|2014-05-06
Texas|339.13999999999999|6926|2014-05-06
Utah|290.11000000000001|794|2014-05-06
Vermont|376.44|314|2014-05-06
Virginia|369.94999999999999|2852|2014-05-06
Washington|233.33000000000001|2683|2014-05-06
West Virginia|355.06|444|2014-05-06
Wisconsin|354.86000000000001|1859|2014-05-06
Wyoming|350.72000000000003|108|2014-05-06
Alabama|340.91000000000003|1307|2014-06-06
Alaska|285.18000000000001|309|2014-06-06
Arizona|302.23000000000002|2279|2014-06-06
Arkansas|349.87|710|2014-06-06
California|245.74000000000001|14241|2014-06-06
Colorado|236.91999999999999|2677|2014-06-06
Connecticut|343.64999999999998|1513|2014-06-06
Delaware|368.97000000000003|410|2014-06-06
District of Columbia|346.52999999999997|533|2014-06-06
Florida|303|8019|2014-06-06
Georgia|326.99000000000001|3748|2014-06-06
Hawaii|313.33999999999997|383|2014-06-06
Idaho|275.69999999999999|367|2014-06-06
Illinois|356.35000000000002|4762|2014-06-06
Indiana|333.49000000000001|2010|2014-06-06
Iowa|367.08999999999997|820|2014-06-06
Kansas|350.01999999999998|988|2014-06-06
Kentucky|339.33999999999997|1237|2014-06-06
Louisiana|367.98000000000002|1300|2014-06-06
Maine|317.44999999999999|529|2014-06-06
Montana|267.88|653|2014-06-06
Nebraska|343.68000000000001|607|2014-06-06
Nevada|268.10000000000002|1056|2014-06-06
New Hampshire|359.18000000000001|505|2014-06-06
New Jersey|350.47000000000003|2608|2014-06-06
New Mexico|290.86000000000001|660|2014-06-06
New York|347.49000000000001|6725|2014-06-06
North Carolina|350.60000000000002|3411|2014-06-06
North Dakota|400.69|177|2014-06-06
Ohio|335.92000000000002|3618|2014-06-06
Oklahoma|365.45999999999998|899|2014-06-06
Oregon|209.53999999999999|1861|2014-06-06
Maryland|372.19|2370|2014-06-06
Massachusetts|350.81999999999999|3414|2014-06-06
Michigan|294.49000000000001|3504|2014-06-06
Minnesota|359.60000000000002|2040|2014-06-06
Mississippi|337.19999999999999|515|2014-06-06
Missouri|364.79000000000002|1881|2014-06-06
Pennsylvania|367.25999999999999|4642|2014-06-06
Rhode Island|328.25|615|2014-06-06
South Carolina|343.81999999999999|1400|2014-06-06
South Dakota|382.20999999999998|187|2014-06-06
Tennessee|354.31|1890|2014-06-06
Texas|338.27999999999997|7100|2014-06-06
Utah|289.33999999999997|810|2014-06-06
Vermont|376.94|316|2014-06-06
Virginia|369.06999999999999|2939|2014-06-06
Washington|232.34|2753|2014-06-06
West Virginia|355.06999999999999|463|2014-06-06
Wisconsin|354.31999999999999|1903|2014-06-06
Wyoming|350.72000000000003|108|2014-06-06
Alabama|340.54000000000002|1341|2014-07-06
Alaska|290.18000000000001|318|2014-07-06
Arizona|300.5|2330|2014-07-06
Arkansas|349.29000000000002|727|2014-07-06
California|245.38999999999999|14600|2014-07-06
Colorado|238.16999999999999|2741|2014-07-06
Connecticut|343.33999999999997|1547|2014-07-06
Delaware|369.13999999999999|429|2014-07-06
District of Columbia|345.63999999999999|551|2014-07-06
Florida|302.26999999999998|8227|2014-07-06
Georgia|326.76999999999998|3857|2014-07-06
Hawaii|311.93000000000001|392|2014-07-06
Idaho|276.82999999999998|380|2014-07-06
Illinois|355.67000000000002|4890|2014-07-06
Indiana|332.97000000000003|2076|2014-07-06
Iowa|367.17000000000002|843|2014-07-06
Kansas|350.25999999999999|1008|2014-07-06
Kentucky|338.04000000000002|1276|2014-07-06
Louisiana|366.82999999999998|1326|2014-07-06
Maine|317.43000000000001|537|2014-07-06
Montana|267.37|668|2014-07-06
Nebraska|343.25999999999999|616|2014-07-06
Nevada|267.98000000000002|1076|2014-07-06
New Hampshire|358.5|516|2014-07-06
New Jersey|349.55000000000001|2667|2014-07-06
New Mexico|290.45999999999998|676|2014-07-06
New York|346.86000000000001|6857|2014-07-06
North Carolina|350.42000000000002|3505|2014-07-06
North Dakota|399.42000000000002|181|2014-07-06
Ohio|335.26999999999998|3700|2014-07-06
Oklahoma|365.91000000000003|922|2014-07-06
Oregon|208.77000000000001|1904|2014-07-06
Maryland|371.08999999999997|2451|2014-07-06
Massachusetts|350.52999999999997|3519|2014-07-06
Michigan|292.75999999999999|3580|2014-07-06
Minnesota|358.56|2080|2014-07-06
Mississippi|335.63999999999999|526|2014-07-06
Missouri|357.01999999999998|1934|2014-07-06
Pennsylvania|366.70999999999998|4767|2014-07-06
Rhode Island|324.27999999999997|626|2014-07-06
South Carolina|343.00999999999999|1435|2014-07-06
South Dakota|377.86000000000001|190|2014-07-06
Tennessee|353.22000000000003|1944|2014-07-06
Texas|337.97000000000003|7271|2014-07-06
Utah|289.16000000000003|829|2014-07-06
Vermont|375.80000000000001|322|2014-07-06
Virginia|368.50999999999999|3018|2014-07-06
Washington|232.00999999999999|2849|2014-07-06
West Virginia|354.70999999999998|473|2014-07-06
Wisconsin|353.56999999999999|1940|2014-07-06
Wyoming|351.77999999999997|110|2014-07-06
Alabama|340.51999999999998|1384|2014-08-06
Alaska|288.44999999999999|325|2014-08-06
Arizona|300.47000000000003|2392|2014-08-06
Arkansas|348.69|743|2014-08-06
California|245.31|15001|2014-08-06
Colorado|237.93000000000001|2820|2014-08-06
Connecticut|341.44|1613|2014-08-06
Delaware|366.63|442|2014-08-06
District of Columbia|346.14999999999998|570|2014-08-06
Florida|301.63999999999999|8437|2014-08-06
Georgia|326.56999999999999|3963|2014-08-06
Hawaii|309.83999999999997|410|2014-08-06
Idaho|276.20999999999998|392|2014-08-06
Illinois|355.61000000000001|5039|2014-08-06
Indiana|333|2128|2014-08-06
Iowa|367.25999999999999|867|2014-08-06
Kansas|351.23000000000002|1046|2014-08-06
Kentucky|337.82999999999998|1316|2014-08-06
Louisiana|366.67000000000002|1373|2014-08-06
Maine|317.39999999999998|554|2014-08-06
Montana|266.86000000000001|681|2014-08-06
Nebraska|341.30000000000001|632|2014-08-06
Nevada|268.91000000000003|1110|2014-08-06
New Hampshire|358.14999999999998|533|2014-08-06
New Jersey|349.14999999999998|2756|2014-08-06
New Mexico|289.26999999999998|698|2014-08-06
New York|347.02999999999997|7070|2014-08-06
North Carolina|349.32999999999998|3621|2014-08-06
North Dakota|405.45999999999998|186|2014-08-06
Ohio|334.79000000000002|3806|2014-08-06
Oklahoma|363.76999999999998|950|2014-08-06
Oregon|208.80000000000001|1974|2014-08-06
Maryland|370.45999999999998|2534|2014-08-06
Massachusetts|350.25999999999999|3630|2014-08-06
Michigan|291.81|3651|2014-08-06
Minnesota|357.61000000000001|2133|2014-08-06
Mississippi|335.79000000000002|537|2014-08-06
Missouri|357.66000000000003|1986|2014-08-06
Pennsylvania|365.94|4915|2014-08-06
Rhode Island|322.36000000000001|645|2014-08-06
South Carolina|341.91000000000003|1488|2014-08-06
South Dakota|377.37|194|2014-08-06
Tennessee|353.50999999999999|2000|2014-08-06
Texas|337.42000000000002|7457|2014-08-06
Utah|286.75999999999999|862|2014-08-06
Vermont|375.19|329|2014-08-06
Virginia|367.00999999999999|3095|2014-08-06
Washington|232.68000000000001|2990|2014-08-06
West Virginia|354.37|488|2014-08-06
Wisconsin|353.07999999999998|1997|2014-08-06
Wyoming|349.69|116|2014-08-06
Alabama|339.58999999999997|1053|2014-01-07
Alaska|289.07999999999998|256|2014-01-07
Arizona|303.50999999999999|1952|2014-01-07
Arkansas|360.91000000000003|582|2014-01-07
California|248.63999999999999|12212|2014-01-07
Colorado|236.44999999999999|2197|2014-01-07
Connecticut|347.72000000000003|1301|2014-01-07
Delaware|373.18000000000001|350|2014-01-07
District of Columbia|352.27999999999997|442|2014-01-07
Florida|306.14999999999998|6562|2014-01-07
Georgia|332.19999999999999|3130|2014-01-07
Hawaii|310.88999999999999|330|2014-01-07
Idaho|276.05000000000001|315|2014-01-07
Illinois|359.77999999999997|4045|2014-01-07
Indiana|336.97000000000003|1681|2014-01-07
Iowa|371.75999999999999|703|2014-01-07
Kansas|354.04000000000002|842|2014-01-07
Kentucky|337.67000000000002|1020|2014-01-07
Louisiana|377.56999999999999|1080|2014-01-07
Maine|321.31|454|2014-01-07
Montana|279.62|586|2014-01-07
Nebraska|352.48000000000002|513|2014-01-07
Nevada|270.44|912|2014-01-07
New Hampshire|366.06999999999999|427|2014-01-07
New Jersey|355.24000000000001|2270|2014-01-07
New Mexico|293.93000000000001|570|2014-01-07
New York|351.97000000000003|5867|2014-01-07
North Carolina|355.47000000000003|2812|2014-01-07
North Dakota|412.86000000000001|140|2014-01-07
Ohio|336.43000000000001|3075|2014-01-07
Oklahoma|364.51999999999998|763|2014-01-07
Oregon|213.34999999999999|1627|2014-01-07
Maryland|380.13999999999999|1988|2014-01-07
Massachusetts|354.44|2905|2014-01-07
Michigan|299.29000000000002|3074|2014-01-07
Minnesota|371.16000000000003|1730|2014-01-07
Mississippi|340.41000000000003|415|2014-01-07
Missouri|371.26999999999998|1570|2014-01-07
Pennsylvania|372.62|3864|2014-01-07
Rhode Island|334.56|534|2014-01-07
South Carolina|348.88|1157|2014-01-07
South Dakota|386.67000000000002|164|2014-01-07
Tennessee|359.44|1566|2014-01-07
Texas|343.19999999999999|6044|2014-01-07
Utah|291.92000000000002|696|2014-01-07
Vermont|379.92000000000002|280|2014-01-07
Virginia|373.89999999999998|2503|2014-01-07
Washington|235.91|2368|2014-01-07
West Virginia|361.22000000000003|354|2014-01-07
Wisconsin|358.31999999999999|1638|2014-01-07
Wyoming|354.02999999999997|94|2014-01-07
Alabama|340.08999999999997|1107|2014-02-07
Alaska|286.54000000000002|270|2014-02-07
Arizona|303.27999999999997|2033|2014-02-07
Arkansas|358.52999999999997|608|2014-02-07
California|248.36000000000001|12671|2014-02-07
Colorado|237.34|2330|2014-02-07
Connecticut|346.79000000000002|1360|2014-02-07
Delaware|373.45999999999998|365|2014-02-07
District of Columbia|349.92000000000002|464|2014-02-07
Florida|305.70999999999998|6909|2014-02-07
Georgia|332.38|3265|2014-02-07
Hawaii|308.14999999999998|341|2014-02-07
Idaho|276.07999999999998|329|2014-02-07
Illinois|356.33999999999997|4245|2014-02-07
Indiana|335.62|1768|2014-02-07
Iowa|369.86000000000001|728|2014-02-07
Kansas|354.66000000000003|869|2014-02-07
Kentucky|339.18000000000001|1066|2014-02-07
Louisiana|373.94|1144|2014-02-07
Maine|320.44999999999999|474|2014-02-07
Montana|270.26999999999998|604|2014-02-07
Nebraska|349.19999999999999|536|2014-02-07
Nevada|270.04000000000002|942|2014-02-07
New Hampshire|376.43000000000001|455|2014-02-07
New Jersey|354.39999999999998|2339|2014-02-07
New Mexico|293.32999999999998|590|2014-02-07
New York|351.45999999999998|6100|2014-02-07
North Carolina|355.68000000000001|2949|2014-02-07
North Dakota|409.97000000000003|146|2014-02-07
Ohio|336.58999999999997|3210|2014-02-07
Oklahoma|364.02999999999997|798|2014-02-07
Oregon|212.22|1687|2014-02-07
Maryland|380.73000000000002|2087|2014-02-07
Massachusetts|352.66000000000003|3018|2014-02-07
Michigan|297.81999999999999|3181|2014-02-07
Minnesota|369.76999999999998|1795|2014-02-07
Mississippi|339.19|435|2014-02-07
Missouri|367.31999999999999|1645|2014-02-07
Pennsylvania|371.13999999999999|4073|2014-02-07
Rhode Island|332.73000000000002|553|2014-02-07
South Carolina|346.13999999999999|1223|2014-02-07
South Dakota|389.89999999999998|170|2014-02-07
Tennessee|358.24000000000001|1646|2014-02-07
Texas|341.82999999999998|6306|2014-02-07
Utah|292.54000000000002|718|2014-02-07
Vermont|377.22000000000003|289|2014-02-07
Virginia|373.56999999999999|2600|2014-02-07
Washington|235.56|2452|2014-02-07
West Virginia|363.67000000000002|386|2014-02-07
Wisconsin|357.79000000000002|1709|2014-02-07
Wyoming|354.02999999999997|94|2014-02-07
Alabama|340.51999999999998|1153|2014-03-07
Alaska|285.75|282|2014-03-07
Arizona|303.11000000000001|2101|2014-03-07
Arkansas|352.57999999999998|636|2014-03-07
California|247.25999999999999|13097|2014-03-07
Colorado|237.72|2429|2014-03-07
Connecticut|346.75999999999999|1400|2014-03-07
Delaware|371.81|379|2014-03-07
District of Columbia|349.37|482|2014-03-07
Florida|305.31|7208|2014-03-07
Georgia|330.38|3399|2014-03-07
Hawaii|307.79000000000002|354|2014-03-07
Idaho|275.94|338|2014-03-07
Illinois|358.05000000000001|4385|2014-03-07
Indiana|334.68000000000001|1845|2014-03-07
Iowa|370.92000000000002|757|2014-03-07
Kansas|351.81999999999999|907|2014-03-07
Kentucky|337.69|1113|2014-03-07
Louisiana|372.58999999999997|1175|2014-03-07
Maine|319.92000000000002|488|2014-03-07
