State|HighQ|HighQN|date
Wisconsin|356.76999999999998|1775|2014-03-15
Wyoming|355.18000000000001|99|2014-03-15
Alabama|341.23000000000002|1227|2014-04-15
Alaska|288.88999999999999|290|2014-04-15
Arizona|301.67000000000002|2189|2014-04-15
Arkansas|352.44|677|2014-04-15
California|246.22|13585|2014-04-15
Colorado|237.16|2550|2014-04-15
Connecticut|345.30000000000001|1454|2014-04-15
Delaware|371.31|397|2014-04-15
District of Columbia|346.77999999999997|501|2014-04-15
Florida|304.44|7574|2014-04-15
Georgia|329.27999999999997|3569|2014-04-15
Hawaii|314.27999999999997|369|2014-04-15
Idaho|274.75|351|2014-04-15
Illinois|356.92000000000002|4577|2014-04-15
Indiana|334.85000000000002|1911|2014-04-15
Iowa|370.38|782|2014-04-15
Kansas|350.89999999999998|948|2014-04-15
Kentucky|336.70999999999998|1171|2014-04-15
Louisiana|370.68000000000001|1225|2014-04-15
Maine|318.54000000000002|508|2014-04-15
Montana|268.79000000000002|633|2014-04-15
Nebraska|344.29000000000002|583|2014-04-15
Nevada|268.24000000000001|1007|2014-04-15
New Hampshire|360.79000000000002|482|2014-04-15
New Jersey|352.58999999999997|2500|2014-04-15
New Mexico|291.25999999999999|632|2014-04-15
New York|349.61000000000001|6464|2014-04-15
North Carolina|353.85000000000002|3219|2014-04-15
North Dakota|392.48000000000002|166|2014-04-15
Ohio|336.16000000000003|3461|2014-04-15
Oklahoma|366.70999999999998|860|2014-04-15
Oregon|210.19|1801|2014-04-15
Maryland|375.55000000000001|2257|2014-04-15
Massachusetts|350.38|3246|2014-04-15
Michigan|295.42000000000002|3369|2014-04-15
Minnesota|367.73000000000002|1949|2014-04-15
Mississippi|340.64999999999998|480|2014-04-15
Missouri|368.19|1799|2014-04-15
Pennsylvania|368.74000000000001|4425|2014-04-15
Rhode Island|330.58999999999997|588|2014-04-15
South Carolina|344.88999999999999|1328|2014-04-15
South Dakota|388.48000000000002|178|2014-04-15
Tennessee|356.85000000000002|1783|2014-04-15
Texas|339.76999999999998|6804|2014-04-15
Utah|290.88|773|2014-04-15
Vermont|376.64999999999998|308|2014-04-15
Virginia|371.25|2790|2014-04-15
Washington|233.63999999999999|2649|2014-04-15
West Virginia|357.05000000000001|434|2014-04-15
Wisconsin|355.60000000000002|1830|2014-04-15
Wyoming|355.73000000000002|105|2014-04-15
Alabama|341.38|1277|2014-05-15
Alaska|285.52999999999997|303|2014-05-15
Arizona|302.22000000000003|2242|2014-05-15
Arkansas|351.37|693|2014-05-15
California|245.88|13969|2014-05-15
Colorado|236.84999999999999|2624|2014-05-15
Connecticut|344.88999999999999|1489|2014-05-15
Delaware|369.75999999999999|405|2014-05-15
District of Columbia|346.43000000000001|519|2014-05-15
Florida|303.83999999999997|7832|2014-05-15
Georgia|328.25999999999999|3662|2014-05-15
Hawaii|313.47000000000003|380|2014-05-15
Idaho|276.19999999999999|362|2014-05-15
Illinois|355.99000000000001|4692|2014-05-15
Indiana|334.47000000000003|1965|2014-05-15
Iowa|368.47000000000003|808|2014-05-15
Kansas|349.95999999999998|975|2014-05-15
Kentucky|339.38999999999999|1208|2014-05-15
Louisiana|368.63|1267|2014-05-15
Maine|317.31|518|2014-05-15
Montana|268.05000000000001|641|2014-05-15
Nebraska|344.16000000000003|598|2014-05-15
Nevada|267.91000000000003|1036|2014-05-15
New Hampshire|359.49000000000001|492|2014-05-15
New Jersey|351.63999999999999|2557|2014-05-15
New Mexico|290.19|649|2014-05-15
New York|348.54000000000002|6613|2014-05-15
North Carolina|351.76999999999998|3335|2014-05-15
North Dakota|400.38999999999999|175|2014-05-15
Ohio|336.11000000000001|3555|2014-05-15
Oklahoma|367.33999999999997|883|2014-05-15
Oregon|209.59|1837|2014-05-15
Maryland|373.58999999999997|2326|2014-05-15
Massachusetts|351|3329|2014-05-15
Michigan|295.38999999999999|3445|2014-05-15
Minnesota|366.72000000000003|2004|2014-05-15
Mississippi|339.92000000000002|500|2014-05-15
Missouri|368.13|1849|2014-05-15
Pennsylvania|367.5|4550|2014-05-15
Rhode Island|329.13999999999999|599|2014-05-15
South Carolina|342.75999999999999|1370|2014-05-15
South Dakota|382.94|183|2014-05-15
Tennessee|355|1842|2014-05-15
Texas|338.92000000000002|6987|2014-05-15
Utah|289.49000000000001|803|2014-05-15
Vermont|376.51999999999998|315|2014-05-15
Virginia|369.81|2872|2014-05-15
Washington|233.16999999999999|2699|2014-05-15
West Virginia|354.82999999999998|450|2014-05-15
Wisconsin|354.85000000000002|1871|2014-05-15
Wyoming|350.72000000000003|108|2014-05-15
Alabama|341.01999999999998|1319|2014-06-15
Alaska|287.32999999999998|313|2014-06-15
Arizona|302.47000000000003|2299|2014-06-15
Arkansas|349.63|715|2014-06-15
California|245.5|14351|2014-06-15
Colorado|237.03|2696|2014-06-15
Connecticut|343.70999999999998|1524|2014-06-15
Delaware|369.57999999999998|415|2014-06-15
District of Columbia|346.00999999999999|539|2014-06-15
Florida|302.86000000000001|8072|2014-06-15
Georgia|327.17000000000002|3781|2014-06-15
Hawaii|313.56999999999999|384|2014-06-15
Idaho|276.00999999999999|370|2014-06-15
Illinois|356.27999999999997|4804|2014-06-15
Indiana|333.66000000000003|2033|2014-06-15
Iowa|367.06|828|2014-06-15
Kansas|350.56999999999999|996|2014-06-15
Kentucky|338.91000000000003|1251|2014-06-15
Louisiana|367.38|1309|2014-06-15
Maine|317.45999999999998|530|2014-06-15
Montana|267.69999999999999|659|2014-06-15
Nebraska|344.02999999999997|609|2014-06-15
Nevada|268.50999999999999|1060|2014-06-15
New Hampshire|358.98000000000002|508|2014-06-15
New Jersey|350.27999999999997|2635|2014-06-15
New Mexico|290.66000000000003|667|2014-06-15
New York|347.62|6764|2014-06-15
North Carolina|350.30000000000001|3438|2014-06-15
North Dakota|401.14999999999998|178|2014-06-15
Ohio|335.92000000000002|3643|2014-06-15
Oklahoma|365.44|905|2014-06-15
Oregon|208.88999999999999|1878|2014-06-15
Maryland|371.85000000000002|2393|2014-06-15
Massachusetts|350.95999999999998|3444|2014-06-15
Michigan|293.81999999999999|3526|2014-06-15
Minnesota|359.38|2049|2014-06-15
Mississippi|337.13999999999999|518|2014-06-15
Missouri|362.45999999999998|1890|2014-06-15
Pennsylvania|366.95999999999998|4671|2014-06-15
Rhode Island|328.12|617|2014-06-15
South Carolina|343.22000000000003|1412|2014-06-15
South Dakota|382.20999999999998|187|2014-06-15
Tennessee|353.88999999999999|1904|2014-06-15
Texas|338.19999999999999|7142|2014-06-15
Utah|289.39999999999998|814|2014-06-15
Vermont|376.94|317|2014-06-15
Virginia|368.83999999999997|2964|2014-06-15
Washington|231.75999999999999|2788|2014-06-15
West Virginia|354.10000000000002|465|2014-06-15
Wisconsin|354.13999999999999|1912|2014-06-15
Wyoming|351.25|109|2014-06-15
Alabama|340.88|1358|2014-07-15
Alaska|288.32999999999998|321|2014-07-15
Arizona|301.00999999999999|2354|2014-07-15
Arkansas|348.30000000000001|732|2014-07-15
California|245.43000000000001|14749|2014-07-15
Colorado|238.25|2767|2014-07-15
Connecticut|342.75|1578|2014-07-15
Delaware|365.85000000000002|434|2014-07-15
District of Columbia|339.14999999999998|560|2014-07-15
Florida|302.24000000000001|8302|2014-07-15
Georgia|327.11000000000001|3888|2014-07-15
Hawaii|311.56999999999999|399|2014-07-15
Idaho|276.88|384|2014-07-15
Illinois|355.93000000000001|4932|2014-07-15
Indiana|333.10000000000002|2089|2014-07-15
Iowa|367.54000000000002|851|2014-07-15
Kansas|351.02999999999997|1020|2014-07-15
Kentucky|338.30000000000001|1292|2014-07-15
Louisiana|366.20999999999998|1347|2014-07-15
Maine|317.73000000000002|540|2014-07-15
Montana|267.02999999999997|673|2014-07-15
Nebraska|342.58999999999997|622|2014-07-15
Nevada|268.76999999999998|1095|2014-07-15
New Hampshire|358.44|520|2014-07-15
New Jersey|349.75999999999999|2698|2014-07-15
New Mexico|290.83999999999997|687|2014-07-15
New York|347.20999999999998|6938|2014-07-15
North Carolina|350.18000000000001|3544|2014-07-15
North Dakota|399.42000000000002|182|2014-07-15
Ohio|335.06|3739|2014-07-15
Oklahoma|365.80000000000001|931|2014-07-15
Oregon|209|1936|2014-07-15
Maryland|371.04000000000002|2481|2014-07-15
Massachusetts|350.37|3557|2014-07-15
Michigan|292.33999999999997|3608|2014-07-15
Minnesota|358.30000000000001|2096|2014-07-15
Mississippi|336.00999999999999|529|2014-07-15
Missouri|355.48000000000002|1954|2014-07-15
Pennsylvania|366.61000000000001|4819|2014-07-15
Rhode Island|323.36000000000001|634|2014-07-15
South Carolina|342.61000000000001|1453|2014-07-15
South Dakota|377.24000000000001|193|2014-07-15
Tennessee|353.25|1962|2014-07-15
Texas|337.86000000000001|7331|2014-07-15
Utah|289.5|841|2014-07-15
Vermont|375.56999999999999|327|2014-07-15
Virginia|367.93000000000001|3042|2014-07-15
Washington|232.65000000000001|2921|2014-07-15
West Virginia|354.17000000000002|481|2014-07-15
Wisconsin|353.5|1962|2014-07-15
Wyoming|351.23000000000002|111|2014-07-15
Alabama|340.52999999999997|1395|2014-08-15
Alaska|289.81|327|2014-08-15
Arizona|300.38999999999999|2410|2014-08-15
Arkansas|347.06999999999999|754|2014-08-15
California|245.27000000000001|15108|2014-08-15
Colorado|237.88999999999999|2839|2014-08-15
Connecticut|341.10000000000002|1626|2014-08-15
Delaware|366.00999999999999|446|2014-08-15
District of Columbia|346.62|576|2014-08-15
Florida|301.56999999999999|8492|2014-08-15
Georgia|326.55000000000001|4007|2014-08-15
Hawaii|309.57999999999998|414|2014-08-15
Idaho|277.10000000000002|395|2014-08-15
Illinois|355.82999999999998|5090|2014-08-15
Indiana|333.27999999999997|2139|2014-08-15
Iowa|366.36000000000001|876|2014-08-15
Kansas|351.73000000000002|1055|2014-08-15
Kentucky|337.87|1331|2014-08-15
Louisiana|366.55000000000001|1386|2014-08-15
Maine|317.25|559|2014-08-15
Montana|267.02999999999997|685|2014-08-15
Nebraska|341.57999999999998|638|2014-08-15
Nevada|268.52999999999997|1119|2014-08-15
New Hampshire|357.38|536|2014-08-15
New Jersey|348.74000000000001|2774|2014-08-15
New Mexico|288.74000000000001|708|2014-08-15
New York|346.42000000000002|7126|2014-08-15
North Carolina|349.38|3641|2014-08-15
North Dakota|405.45999999999998|186|2014-08-15
Ohio|334.57999999999998|3841|2014-08-15
Oklahoma|364.10000000000002|956|2014-08-15
Oregon|208.62|1986|2014-08-15
Maryland|370.37|2562|2014-08-15
Massachusetts|350.14999999999998|3659|2014-08-15
Michigan|291.61000000000001|3678|2014-08-15
Minnesota|357.33999999999997|2149|2014-08-15
Mississippi|336.17000000000002|542|2014-08-15
Missouri|357.79000000000002|1998|2014-08-15
Pennsylvania|366.06|4964|2014-08-15
Rhode Island|321.45999999999998|653|2014-08-15
South Carolina|341.94999999999999|1507|2014-08-15
South Dakota|377.11000000000001|196|2014-08-15
Tennessee|352.99000000000001|2017|2014-08-15
Texas|337.07999999999998|7498|2014-08-15
Utah|287.23000000000002|868|2014-08-15
Vermont|374.77999999999997|332|2014-08-15
Virginia|366.98000000000002|3128|2014-08-15
Washington|232.61000000000001|3008|2014-08-15
West Virginia|354.27999999999997|493|2014-08-15
Wisconsin|353.05000000000001|2015|2014-08-15
Wyoming|349.69|116|2014-08-15
Alabama|340.10000000000002|1069|2014-01-16
Alaska|291|260|2014-01-16
Arizona|303.56|1973|2014-01-16
Arkansas|360.58999999999997|589|2014-01-16
California|248.44|12341|2014-01-16
Colorado|236.47999999999999|2241|2014-01-16
Connecticut|347.06999999999999|1320|2014-01-16
Delaware|372.17000000000002|357|2014-01-16
District of Columbia|352.16000000000003|451|2014-01-16
Florida|306.55000000000001|6652|2014-01-16
Georgia|331.86000000000001|3161|2014-01-16
Hawaii|309.25|333|2014-01-16
Idaho|277.01999999999998|320|2014-01-16
Illinois|359.63|4085|2014-01-16
Indiana|336.77999999999997|1703|2014-01-16
Iowa|371.66000000000003|705|2014-01-16
Kansas|354.82999999999998|850|2014-01-16
Kentucky|338.13999999999999|1032|2014-01-16
Louisiana|375.44999999999999|1100|2014-01-16
Maine|319.94999999999999|462|2014-01-16
Montana|279.12|593|2014-01-16
Nebraska|352.25|517|2014-01-16
Nevada|270.44999999999999|924|2014-01-16
New Hampshire|378.31999999999999|435|2014-01-16
New Jersey|355.16000000000003|2288|2014-01-16
New Mexico|294.91000000000003|576|2014-01-16
New York|352.32999999999998|5935|2014-01-16
North Carolina|355.60000000000002|2861|2014-01-16
North Dakota|410.88|141|2014-01-16
Ohio|336.64999999999998|3124|2014-01-16
Oklahoma|364.54000000000002|772|2014-01-16
Oregon|212.80000000000001|1649|2014-01-16
Maryland|379.5|2017|2014-01-16
Massachusetts|354.16000000000003|2935|2014-01-16
Michigan|298.99000000000001|3108|2014-01-16
Minnesota|370.73000000000002|1751|2014-01-16
Mississippi|340.41000000000003|415|2014-01-16
Missouri|368.79000000000002|1585|2014-01-16
Pennsylvania|372.31999999999999|3919|2014-01-16
Rhode Island|334.33999999999997|538|2014-01-16
South Carolina|348.08999999999997|1173|2014-01-16
South Dakota|386.83999999999997|167|2014-01-16
Tennessee|358.73000000000002|1585|2014-01-16
Texas|342.63|6116|2014-01-16
Utah|291.88999999999999|701|2014-01-16
Vermont|378.88999999999999|283|2014-01-16
Virginia|373.94|2529|2014-01-16
Washington|236.09|2387|2014-01-16
West Virginia|360.68000000000001|365|2014-01-16
Wisconsin|358.11000000000001|1662|2014-01-16
Wyoming|354.02999999999997|94|2014-01-16
Alabama|339.95999999999998|1121|2014-02-16
Alaska|284.20999999999998|275|2014-02-16
Arizona|303.25999999999999|2059|2014-02-16
Arkansas|358.38|613|2014-02-16
California|248.22|12810|2014-02-16
Colorado|237.31|2359|2014-02-16
Connecticut|346.83999999999997|1368|2014-02-16
Delaware|372.95999999999998|370|2014-02-16
District of Columbia|350.08999999999997|467|2014-02-16
Florida|305.48000000000002|6996|2014-02-16
Georgia|331.83999999999997|3305|2014-02-16
Hawaii|308.58999999999997|345|2014-02-16
Idaho|275.29000000000002|330|2014-02-16
Illinois|355.80000000000001|4290|2014-02-16
Indiana|335.18000000000001|1800|2014-02-16
Iowa|371.38|739|2014-02-16
Kansas|354.10000000000002|876|2014-02-16
Kentucky|339.18000000000001|1079|2014-02-16
Louisiana|373.41000000000003|1159|2014-02-16
Maine|320.29000000000002|475|2014-02-16
Montana|270.00999999999999|608|2014-02-16
Nebraska|347.42000000000002|543|2014-02-16
Nevada|269.45999999999998|949|2014-02-16
New Hampshire|376.43000000000001|455|2014-02-16
New Jersey|354.07999999999998|2359|2014-02-16
New Mexico|292.25999999999999|598|2014-02-16
New York|351.26999999999998|6140|2014-02-16
North Carolina|355.52999999999997|2970|2014-02-16
North Dakota|405.83999999999997|149|2014-02-16
Ohio|336.37|3247|2014-02-16
Oklahoma|364.48000000000002|809|2014-02-16
Oregon|212.16999999999999|1708|2014-02-16
Maryland|380|2108|2014-02-16
Massachusetts|352.25999999999999|3047|2014-02-16
Michigan|297.58999999999997|3203|2014-02-16
Minnesota|369.93000000000001|1809|2014-02-16
Mississippi|338.26999999999998|441|2014-02-16
Missouri|366.92000000000002|1668|2014-02-16
Pennsylvania|371.01999999999998|4132|2014-02-16
Rhode Island|332.70999999999998|557|2014-02-16
South Carolina|345.57999999999998|1242|2014-02-16
South Dakota|390.14999999999998|174|2014-02-16
Tennessee|357.63|1661|2014-02-16
Texas|341.54000000000002|6384|2014-02-16
Utah|292|727|2014-02-16
Vermont|377.64999999999998|291|2014-02-16
Virginia|372.85000000000002|2629|2014-02-16
Washington|235.53999999999999|2480|2014-02-16
West Virginia|363.63999999999999|395|2014-02-16
Wisconsin|357.88999999999999|1727|2014-02-16
Wyoming|354.11000000000001|95|2014-02-16
Alabama|340.81|1173|2014-03-16
Alaska|285.64999999999998|283|2014-03-16
Arizona|302.82999999999998|2120|2014-03-16
Arkansas|351.91000000000003|642|2014-03-16
California|246.94999999999999|13204|2014-03-16
Colorado|237.53|2463|2014-03-16
Connecticut|346.37|1410|2014-03-16
Delaware|371.75999999999999|383|2014-03-16
District of Columbia|348.75999999999999|484|2014-03-16
Florida|305.10000000000002|7293|2014-03-16
Georgia|329.85000000000002|3437|2014-03-16
Hawaii|307.82999999999998|356|2014-03-16
Idaho|275.86000000000001|341|2014-03-16
Illinois|358.14999999999998|4424|2014-03-16
Indiana|334.52999999999997|1863|2014-03-16
Iowa|371.29000000000002|760|2014-03-16
Kansas|352.22000000000003|917|2014-03-16
Kentucky|337.25|1131|2014-03-16
Louisiana|371.02999999999997|1186|2014-03-16
Maine|319.16000000000003|494|2014-03-16
Montana|269.41000000000003|620|2014-03-16
Nebraska|347.48000000000002|565|2014-03-16
Nevada|268.55000000000001|976|2014-03-16
New Hampshire|369.88999999999999|472|2014-03-16
New Jersey|353.37|2428|2014-03-16
New Mexico|291.20999999999998|621|2014-03-16
New York|350.98000000000002|6302|2014-03-16
North Carolina|354.20999999999998|3106|2014-03-16
North Dakota|401.42000000000002|161|2014-03-16
Ohio|335.69999999999999|3358|2014-03-16
Oklahoma|364.94|834|2014-03-16
Oregon|211.25|1757|2014-03-16
Maryland|378.10000000000002|2182|2014-03-16
Massachusetts|351.11000000000001|3144|2014-03-16
Michigan|296.79000000000002|3291|2014-03-16
Minnesota|367.76999999999998|1879|2014-03-16
Mississippi|342.31|464|2014-03-16
Missouri|367.43000000000001|1741|2014-03-16
Pennsylvania|369.56999999999999|4287|2014-03-16
Rhode Island|332.32999999999998|577|2014-03-16
South Carolina|345.94999999999999|1289|2014-03-16
South Dakota|388.48000000000002|178|2014-03-16
Tennessee|356.69999999999999|1718|2014-03-16
Texas|341.16000000000003|6608|2014-03-16
Utah|292.31|748|2014-03-16
Vermont|377.23000000000002|295|2014-03-16
Virginia|372.41000000000003|2706|2014-03-16
Washington|234.49000000000001|2578|2014-03-16
West Virginia|360.31|413|2014-03-16
Wisconsin|356.72000000000003|1778|2014-03-16
Wyoming|355.18000000000001|99|2014-03-16
Alabama|341.27999999999997|1228|2014-04-16
Alaska|287.92000000000002|291|2014-04-16
Arizona|301.56999999999999|2194|2014-04-16
Arkansas|352.39999999999998|679|2014-04-16
California|246.22999999999999|13594|2014-04-16
Colorado|237.05000000000001|2552|2014-04-16
Connecticut|345.30000000000001|1454|2014-04-16
Delaware|371.31|397|2014-04-16
District of Columbia|346.77999999999997|501|2014-04-16
Florida|304.38|7581|2014-04-16
Georgia|329.05000000000001|3572|2014-04-16
Hawaii|314.19999999999999|370|2014-04-16
Idaho|274.75|351|2014-04-16
Illinois|356.92000000000002|4579|2014-04-16
Indiana|334.75|1914|2014-04-16
Iowa|370.31|784|2014-04-16
Kansas|350.85000000000002|951|2014-04-16
Kentucky|336.38999999999999|1173|2014-04-16
Louisiana|370.41000000000003|1228|2014-04-16
Maine|318.54000000000002|508|2014-04-16
Montana|268.79000000000002|633|2014-04-16
Nebraska|344.29000000000002|584|2014-04-16
Nevada|268.24000000000001|1007|2014-04-16
New Hampshire|360.79000000000002|483|2014-04-16
New Jersey|352.68000000000001|2503|2014-04-16
New Mexico|291.25999999999999|632|2014-04-16
New York|349.57999999999998|6467|2014-04-16
North Carolina|353.85000000000002|3223|2014-04-16
North Dakota|392.48000000000002|166|2014-04-16
Ohio|336.17000000000002|3464|2014-04-16
Oklahoma|366.70999999999998|860|2014-04-16
Oregon|210.19999999999999|1802|2014-04-16
Maryland|375.52999999999997|2259|2014-04-16
Massachusetts|350.45999999999998|3253|2014-04-16
Michigan|295.43000000000001|3370|2014-04-16
Minnesota|367.63|1951|2014-04-16
Mississippi|340.61000000000001|481|2014-04-16
Missouri|368.07999999999998|1801|2014-04-16
Pennsylvania|368.67000000000002|4430|2014-04-16
Rhode Island|330.58999999999997|588|2014-04-16
South Carolina|344.49000000000001|1331|2014-04-16
South Dakota|387.60000000000002|179|2014-04-16
Tennessee|356.82999999999998|1785|2014-04-16
Texas|339.75999999999999|6807|2014-04-16
Utah|291.10000000000002|776|2014-04-16
Vermont|376.64999999999998|308|2014-04-16
Virginia|371.25999999999999|2791|2014-04-16
Washington|233.58000000000001|2652|2014-04-16
West Virginia|357.05000000000001|434|2014-04-16
Wisconsin|355.55000000000001|1833|2014-04-16
Wyoming|355.73000000000002|105|2014-04-16
Alabama|341.38|1277|2014-05-16
Alaska|285.52999999999997|303|2014-05-16
Arizona|302.22000000000003|2244|2014-05-16
Arkansas|351.37|693|2014-05-16
California|245.88|13978|2014-05-16
Colorado|236.91|2629|2014-05-16
Connecticut|344.81999999999999|1490|2014-05-16
Delaware|369.49000000000001|407|2014-05-16
District of Columbia|346.17000000000002|521|2014-05-16
Florida|303.69999999999999|7846|2014-05-16
Georgia|328.02999999999997|3667|2014-05-16
Hawaii|314.35000000000002|381|2014-05-16
Idaho|276.19999999999999|362|2014-05-16
Illinois|356|4697|2014-05-16
Indiana|334.49000000000001|1968|2014-05-16
Iowa|368.61000000000001|809|2014-05-16
Kansas|349.95999999999998|975|2014-05-16
Kentucky|339.30000000000001|1210|2014-05-16
Louisiana|368.63|1267|2014-05-16
Maine|317.48000000000002|519|2014-05-16
Montana|268.05000000000001|642|2014-05-16
Nebraska|344.16000000000003|598|2014-05-16
Nevada|267.91000000000003|1036|2014-05-16
New Hampshire|359.58999999999997|493|2014-05-16
New Jersey|351.56999999999999|2564|2014-05-16
New Mexico|290.19|649|2014-05-16
New York|348.57999999999998|6619|2014-05-16
North Carolina|351.50999999999999|3339|2014-05-16
North Dakota|401.38|176|2014-05-16
Ohio|336.06999999999999|3561|2014-05-16
Oklahoma|367.33999999999997|884|2014-05-16
Oregon|209.55000000000001|1840|2014-05-16
Maryland|373.54000000000002|2329|2014-05-16
Massachusetts|350.95999999999998|3334|2014-05-16
Michigan|295.20999999999998|3450|2014-05-16
Minnesota|366.72000000000003|2004|2014-05-16
Mississippi|339.88999999999999|501|2014-05-16
Missouri|368.24000000000001|1852|2014-05-16
Pennsylvania|367.41000000000003|4553|2014-05-16
Rhode Island|329.13999999999999|599|2014-05-16
South Carolina|342.82999999999998|1371|2014-05-16
South Dakota|382.94|183|2014-05-16
Tennessee|354.81999999999999|1843|2014-05-16
Texas|338.88999999999999|6992|2014-05-16
Utah|289.49000000000001|803|2014-05-16
Vermont|376.51999999999998|315|2014-05-16
Virginia|369.70999999999998|2879|2014-05-16
Washington|233.13|2703|2014-05-16
West Virginia|354.93000000000001|451|2014-05-16
Wisconsin|354.92000000000002|1874|2014-05-16
Wyoming|350.72000000000003|108|2014-05-16
Alabama|341.13|1320|2014-06-16
Alaska|287.32999999999998|313|2014-06-16
Arizona|302.50999999999999|2300|2014-06-16
Arkansas|349.63|715|2014-06-16
California|245.53999999999999|14361|2014-06-16
Colorado|237.02000000000001|2698|2014-06-16
Connecticut|343.70999999999998|1524|2014-06-16
Delaware|369.47000000000003|417|2014-06-16
District of Columbia|345.75|542|2014-06-16
Florida|302.85000000000002|8078|2014-06-16
Georgia|327.11000000000001|3783|2014-06-16
Hawaii|313.56999999999999|384|2014-06-16
Idaho|276.00999999999999|370|2014-06-16
Illinois|356.31|4806|2014-06-16
Indiana|333.76999999999998|2034|2014-06-16
Iowa|366.95999999999998|829|2014-06-16
Kansas|350.56999999999999|996|2014-06-16
Kentucky|338.87|1252|2014-06-16
Louisiana|367.38|1309|2014-06-16
Maine|317.45999999999998|530|2014-06-16
Montana|267.69999999999999|659|2014-06-16
Nebraska|344.06|611|2014-06-16
Nevada|268.50999999999999|1060|2014-06-16
New Hampshire|358.98000000000002|508|2014-06-16
New Jersey|350.22000000000003|2640|2014-06-16
New Mexico|290.38999999999999|668|2014-06-16
New York|347.54000000000002|6768|2014-06-16
North Carolina|350.29000000000002|3440|2014-06-16
North Dakota|401.14999999999998|178|2014-06-16
Ohio|335.75|3646|2014-06-16
Oklahoma|365.67000000000002|906|2014-06-16
Oregon|208.87|1880|2014-06-16
Maryland|371.94|2394|2014-06-16
Massachusetts|350.93000000000001|3448|2014-06-16
Michigan|293.81999999999999|3527|2014-06-16
Minnesota|359.44999999999999|2050|2014-06-16
Mississippi|337.13999999999999|518|2014-06-16
Missouri|362.45999999999998|1890|2014-06-16
Pennsylvania|366.99000000000001|4678|2014-06-16
Rhode Island|328.12|617|2014-06-16
South Carolina|343.35000000000002|1413|2014-06-16
South Dakota|382.20999999999998|187|2014-06-16
Tennessee|353.81999999999999|1907|2014-06-16
Texas|338.20999999999998|7148|2014-06-16
Utah|289.39999999999998|814|2014-06-16
Vermont|376.94|317|2014-06-16
Virginia|368.83999999999997|2964|2014-06-16
Washington|231.87|2793|2014-06-16
West Virginia|354.37|466|2014-06-16
Wisconsin|354.13999999999999|1913|2014-06-16
Wyoming|351.25|109|2014-06-16
Alabama|340.73000000000002|1363|2014-07-16
Alaska|288.32999999999998|321|2014-07-16
Arizona|301.06|2356|2014-07-16
Arkansas|348.30000000000001|732|2014-07-16
California|245.49000000000001|14763|2014-07-16
Colorado|238.24000000000001|2770|2014-07-16
Connecticut|342.75|1578|2014-07-16
Delaware|367.30000000000001|435|2014-07-16
District of Columbia|345.95999999999998|561|2014-07-16
Florida|302.19|8306|2014-07-16
Georgia|327.01999999999998|3893|2014-07-16
Hawaii|311.56999999999999|399|2014-07-16
Idaho|276.88999999999999|385|2014-07-16
Illinois|355.97000000000003|4937|2014-07-16
Indiana|333.11000000000001|2090|2014-07-16
Iowa|367.54000000000002|851|2014-07-16
Kansas|351.07999999999998|1021|2014-07-16
Kentucky|338.30000000000001|1292|2014-07-16
Louisiana|366.20999999999998|1347|2014-07-16
Maine|317.73000000000002|540|2014-07-16
Montana|267.02999999999997|673|2014-07-16
Nebraska|342.55000000000001|623|2014-07-16
Nevada|268.76999999999998|1095|2014-07-16
New Hampshire|358.44|520|2014-07-16
New Jersey|349.75|2700|2014-07-16
New Mexico|290.83999999999997|687|2014-07-16
New York|347.27999999999997|6942|2014-07-16
North Carolina|350.20999999999998|3547|2014-07-16
North Dakota|399.42000000000002|182|2014-07-16
Ohio|335.06|3742|2014-07-16
Oklahoma|365.77999999999997|932|2014-07-16
Oregon|208.97|1938|2014-07-16
Maryland|371.04000000000002|2481|2014-07-16
Massachusetts|350.33999999999997|3560|2014-07-16
Michigan|292.29000000000002|3609|2014-07-16
Minnesota|358.36000000000001|2097|2014-07-16
Mississippi|336.00999999999999|529|2014-07-16
Missouri|355.44|1956|2014-07-16
Pennsylvania|366.60000000000002|4824|2014-07-16
Rhode Island|323.36000000000001|634|2014-07-16
South Carolina|342.5|1455|2014-07-16
South Dakota|377.24000000000001|193|2014-07-16
Tennessee|353.25|1962|2014-07-16
Texas|337.81|7339|2014-07-16
Utah|289.44|844|2014-07-16
Vermont|375.56999999999999|327|2014-07-16
Virginia|368.08999999999997|3045|2014-07-16
Washington|232.58000000000001|2925|2014-07-16
West Virginia|353.85000000000002|482|2014-07-16
Wisconsin|353.33999999999997|1965|2014-07-16
Wyoming|350.99000000000001|113|2014-07-16
Alabama|340.63|1396|2014-08-16
Alaska|289.81|327|2014-08-16
Arizona|300.38999999999999|2413|2014-08-16
Arkansas|347.06999999999999|754|2014-08-16
California|245.19|15123|2014-08-16
Colorado|237.78999999999999|2843|2014-08-16
Connecticut|341.08999999999997|1628|2014-08-16
Delaware|366.00999999999999|446|2014-08-16
District of Columbia|346.62|576|2014-08-16
Florida|301.63|8499|2014-08-16
Georgia|326.50999999999999|4009|2014-08-16
Hawaii|310.05000000000001|415|2014-08-16
Idaho|277.10000000000002|395|2014-08-16
Illinois|355.76999999999998|5093|2014-08-16
Indiana|333.27999999999997|2139|2014-08-16
Iowa|366.27999999999997|877|2014-08-16
Kansas|351.73000000000002|1055|2014-08-16
Kentucky|337.87|1331|2014-08-16
