"year","month","date","Email","Fax","Phone","Postal mail","Referral","Web"
2017,8,25,0,3,37,22,43,609
2017,8,26,0,0,3,0,1,254
2017,8,27,0,0,0,0,0,230
2017,8,28,0,9,29,32,46,679
2017,8,29,0,1,38,12,93,639
2017,8,30,0,5,38,58,74,661
2017,8,31,0,7,47,47,75,556
2017,9,1,0,4,34,17,44,477
2017,9,2,0,0,0,0,8,294
2017,9,3,0,0,0,0,10,238
2017,9,4,0,0,0,0,8,290
2017,9,5,0,7,29,31,54,532
2017,9,6,0,5,43,31,56,621
2017,9,7,0,7,37,9,141,556
2017,9,8,0,9,52,30,66,3396
2017,9,9,0,0,0,0,15,2694
2017,9,10,0,0,0,0,9,654
2017,9,11,0,8,63,26,56,1024
2017,9,12,0,17,68,11,103,1031
2017,9,13,1,2,80,39,109,1369
2017,9,14,1,10,95,49,54,944
2017,9,15,0,14,75,42,54,773
2017,9,16,0,0,0,0,25,414
2017,9,17,0,0,0,0,29,335
2017,9,18,0,1,71,10,67,729
2017,9,19,0,8,75,29,104,762
2017,9,20,0,16,63,33,86,694
2017,9,21,0,13,61,50,82,661
2017,9,22,0,34,61,24,71,670
2017,9,23,0,0,0,0,13,339
2017,9,24,0,0,0,0,26,356
2017,9,25,0,3,68,14,78,548
2017,9,26,0,6,62,38,111,800
2017,9,27,0,12,45,44,117,709
2017,9,28,0,12,43,70,82,679
2017,9,29,0,19,32,30,106,586
2017,9,30,0,0,0,0,44,361
2017,10,1,0,0,0,0,3,320
2017,10,2,1,3,42,18,40,649
2017,10,3,0,9,67,7,93,732
2017,10,4,0,18,63,44,81,699
2017,10,5,0,30,43,60,103,625
2017,10,6,0,16,43,16,73,573
2017,10,7,0,0,0,0,1,344
2017,10,8,0,0,0,0,0,304
2017,10,9,0,0,0,0,0,615
2017,10,10,0,5,63,14,49,658
2017,10,11,0,35,43,29,48,683
2017,10,12,0,5,43,73,95,661
2017,10,13,0,9,39,40,54,584
2017,10,14,0,0,0,0,0,284
2017,10,15,0,0,0,0,0,310
2017,10,16,0,11,53,26,57,681
2017,10,17,0,10,42,6,83,750
2017,10,18,0,11,40,38,63,638
2017,10,19,0,7,34,25,102,636
2017,10,20,0,4,44,44,78,544
2017,10,21,0,0,1,0,0,318
2017,10,22,0,0,0,0,0,315
2017,10,23,0,15,84,11,50,694
2017,10,24,3,21,47,31,102,695
2017,10,25,0,10,65,67,98,620
2017,10,26,0,75,53,37,67,549
2017,10,27,0,54,48,36,58,482
2017,10,28,0,0,0,0,0,316
2017,10,29,0,0,0,0,0,278
2017,10,30,0,3,55,29,104,596
2017,10,31,0,0,50,66,82,585
2017,11,1,0,14,37,7,48,547
2017,11,2,0,30,39,55,93,619
2017,11,3,0,140,46,35,43,544
2017,11,4,0,0,0,0,0,319
2017,11,5,0,0,0,0,0,261
2017,11,6,0,123,59,5,38,603
2017,11,7,0,55,39,17,112,660
2017,11,8,0,0,29,70,85,603
2017,11,9,0,16,49,42,89,592
2017,11,10,0,0,4,0,36,548
2017,11,11,0,0,0,0,0,340
2017,11,12,0,0,0,0,0,364
2017,11,13,0,9,69,4,58,610
2017,11,14,0,45,49,16,74,663
2017,11,15,0,0,44,48,92,577
2017,11,16,0,0,42,82,78,706
2017,11,17,0,0,42,46,88,591
2017,11,18,0,0,4,48,18,348
2017,11,19,0,0,0,0,0,286
2017,11,20,0,12,49,44,74,533
2017,11,21,0,11,39,49,72,552
2017,11,22,0,18,32,24,53,511
2017,11,23,0,1,1,0,2,258
2017,11,24,0,7,24,30,55,291
2017,11,25,0,0,0,0,1,277
2017,11,26,0,0,0,0,1,245
2017,11,27,0,1,70,8,66,629
2017,11,28,0,8,47,55,53,726
2017,11,29,0,9,53,70,126,758
2017,11,30,2,14,52,65,132,588
2017,12,1,0,30,47,57,60,561
2017,12,2,0,0,1,1,0,310
2017,12,3,0,0,0,0,0,280
2017,12,4,0,20,39,47,44,522
2017,12,5,0,5,54,11,76,625
2017,12,6,0,6,47,2,115,725
2017,12,7,0,10,46,56,70,625
2017,12,8,0,10,51,94,64,636
2017,12,9,0,0,4,0,4,411
2017,12,10,0,0,0,0,0,370
2017,12,11,0,16,39,20,55,627
2017,12,12,0,14,50,24,130,710
2017,12,13,0,0,38,54,62,626
2017,12,14,0,7,35,35,47,716
2017,12,15,0,14,22,43,70,647
2017,12,16,0,0,0,0,2,347
2017,12,17,0,0,0,0,0,380
2017,12,18,0,13,52,21,81,593
2017,12,19,0,7,47,39,99,674
2017,12,20,0,8,41,42,64,660
2017,12,21,0,26,44,31,63,603
2017,12,22,0,20,37,25,38,517
2017,12,23,0,0,1,0,0,305
2017,12,24,0,0,0,0,0,157
2017,12,25,0,0,0,0,0,169
2017,12,26,0,10,35,1,34,520
2017,12,27,0,0,35,8,31,684
2017,12,28,0,5,48,43,49,622
2017,12,29,0,0,36,36,98,664
2017,12,30,0,0,1,5,27,353
2017,12,31,0,0,0,0,0,247
2018,1,1,0,0,0,0,0,271
2018,1,2,0,29,63,22,23,603
2018,1,3,0,9,39,34,70,838
2018,1,4,0,0,40,18,117,721
2018,1,5,0,9,37,32,59,694
2018,1,6,0,0,0,0,0,384
2018,1,7,0,0,0,0,0,389
2018,1,8,0,27,33,20,35,803
2018,1,9,0,20,55,28,77,787
2018,1,10,0,9,39,27,43,786
2018,1,11,0,55,49,27,56,668
2018,1,12,0,89,59,22,58,705
2018,1,13,0,0,2,0,0,507
2018,1,14,0,0,0,0,0,451
2018,1,15,0,0,0,0,0,637
2018,1,16,0,20,53,14,58,832
2018,1,17,0,16,40,32,82,786
2018,1,18,0,7,48,54,73,835
2018,1,19,0,13,44,48,89,791
2018,1,20,0,0,1,0,2,423
2018,1,21,0,0,0,0,0,405
2018,1,22,0,8,44,13,56,704
2018,1,23,0,20,42,16,82,762
2018,1,24,0,2,45,44,45,764
2018,1,25,0,59,46,63,96,741
2018,1,26,0,0,37,0,54,731
2018,1,27,0,0,0,0,2,479
2018,1,28,0,0,0,0,0,354
2018,1,29,0,16,47,31,60,710
2018,1,30,0,8,42,37,58,874
2018,1,31,0,3,45,70,70,831
2018,2,1,0,12,36,96,93,742
2018,2,2,0,30,22,25,56,664
2018,2,3,0,0,2,0,0,465
2018,2,4,0,0,0,0,0,370
2018,2,5,0,23,52,28,43,634
2018,2,6,0,8,55,39,75,785
2018,2,7,0,7,46,84,68,857
2018,2,8,0,20,37,54,61,753
2018,2,9,0,59,52,17,51,748
2018,2,10,0,0,1,0,0,475
2018,2,11,0,0,0,0,0,470
2018,2,12,1,123,62,0,55,805
2018,2,13,1,21,59,24,105,827
2018,2,14,0,16,52,25,66,680
2018,2,15,1,11,32,96,58,709
2018,2,16,0,15,22,13,74,719
2018,2,17,0,0,2,0,0,381
2018,2,18,0,0,0,0,0,385
2018,2,19,0,0,0,0,1,601
2018,2,20,0,18,48,33,72,720
2018,2,21,0,5,50,56,82,820
2018,2,22,0,32,49,68,81,842
2018,2,23,0,20,57,21,75,743
2018,2,24,0,0,0,0,1,497
2018,2,25,0,0,0,0,0,506
2018,2,26,0,9,51,0,52,755
2018,2,27,0,15,35,79,102,795
2018,2,28,0,20,35,28,101,748
2018,3,1,0,36,32,38,53,760
2018,3,2,0,11,37,23,46,751
2018,3,3,0,0,1,0,1,429
2018,3,4,0,0,0,0,1,399
2018,3,5,1,0,62,17,57,699
2018,3,6,0,16,45,39,135,868
2018,3,7,0,39,42,14,83,760
2018,3,8,1,30,43,69,75,716
2018,3,9,0,6,38,29,65,654
2018,3,10,0,0,2,0,3,391
2018,3,11,0,0,0,0,0,350
2018,3,12,0,9,53,10,102,707
2018,3,13,0,7,38,71,60,762
2018,3,14,0,5,50,66,102,706
2018,3,15,0,32,39,49,58,757
2018,3,16,0,18,26,16,53,606
2018,3,17,0,0,0,0,0,377
2018,3,18,0,0,0,0,0,354
2018,3,19,0,156,76,0,87,718
2018,3,20,0,43,46,37,129,750
2018,3,21,1,2,47,53,71,740
2018,3,22,0,93,25,52,61,824
2018,3,23,0,39,50,14,82,697
2018,3,24,0,0,0,0,26,350
2018,3,25,0,0,0,0,27,420
2018,3,26,1,23,52,27,79,647
2018,3,27,0,26,50,35,103,781
2018,3,28,0,2,33,33,166,747
2018,3,29,0,37,47,57,94,707
2018,3,30,0,28,25,19,78,578
2018,3,31,0,0,0,0,29,322
2018,4,1,0,0,0,0,25,295
2018,4,2,0,0,42,84,88,779
2018,4,3,0,88,50,52,126,710
2018,4,4,0,1,40,58,181,776
2018,4,5,1,37,23,75,407,716
2018,4,6,0,58,33,10,377,585
2018,4,7,0,0,0,0,127,404
2018,4,8,0,0,0,0,0,419
2018,4,9,0,20,67,22,72,799
2018,4,10,0,185,51,67,102,773
2018,4,11,0,115,34,57,116,775
2018,4,12,0,103,24,60,86,750
2018,4,13,0,11,33,11,50,653
2018,4,14,0,0,0,0,5,347
2018,4,15,0,0,0,0,0,394
2018,4,16,0,26,50,33,61,670
2018,4,17,0,88,51,43,123,717
2018,4,18,0,10,51,71,88,726
2018,4,19,0,84,39,61,91,717
2018,4,20,1,46,33,4,83,800
2018,4,21,0,0,0,0,0,370
2018,4,22,0,0,0,0,0,336
2018,4,23,0,23,50,30,92,721
2018,4,24,0,45,50,86,138,822
2018,4,25,0,9,43,69,80,778
2018,4,26,0,48,34,23,110,767
2018,4,27,0,12,40,14,73,710
2018,4,28,0,0,0,0,1,400
2018,4,29,0,0,0,0,0,303
2018,4,30,0,30,59,18,63,666
2018,5,1,0,11,39,58,117,778
2018,5,2,0,44,35,83,110,692
2018,5,3,0,32,47,59,105,656
2018,5,4,0,26,36,37,110,701
2018,5,5,0,0,0,0,0,351
2018,5,6,0,0,0,0,0,327
2018,5,7,0,20,53,0,77,719
2018,5,8,0,29,26,59,144,680
2018,5,9,0,2,40,49,98,657
2018,5,10,0,42,40,65,104,655
2018,5,11,0,36,40,16,74,617
2018,5,12,0,0,0,0,3,415
2018,5,13,0,0,0,0,0,288
2018,5,14,0,63,74,11,70,690
2018,5,15,0,77,45,13,102,756
2018,5,16,0,39,50,90,118,772
2018,5,17,0,29,35,33,119,670
2018,5,18,0,13,39,19,70,545
2018,5,19,0,0,0,0,3,343
2018,5,20,0,0,0,0,0,338
2018,5,21,0,16,60,9,48,621
2018,5,22,0,72,35,68,114,647
2018,5,23,0,49,32,49,108,717
2018,5,24,0,33,39,16,102,660
2018,5,25,0,8,34,13,68,520
2018,5,26,0,0,0,0,4,320
2018,5,27,0,0,0,0,0,295
2018,5,28,0,0,0,0,0,317
2018,5,29,0,20,63,12,90,556
2018,5,30,0,124,61,28,63,642
2018,5,31,0,14,47,53,78,686
2018,6,1,0,13,48,9,82,552
2018,6,2,0,0,0,0,1,372
2018,6,3,0,0,0,0,0,322
2018,6,4,0,27,74,71,83,640
2018,6,5,0,40,46,20,131,768
2018,6,6,0,12,36,76,102,718
2018,6,7,0,22,35,26,78,651
2018,6,8,0,18,39,10,73,611
2018,6,9,0,0,0,0,9,303
2018,6,10,0,0,0,0,0,313
2018,6,11,1,0,60,6,47,595
2018,6,12,0,31,32,41,98,737
2018,6,13,0,10,38,96,90,689
2018,6,14,0,19,42,61,104,663
2018,6,15,0,22,52,0,45,606
2018,6,16,0,0,4,0,0,332
2018,6,17,0,0,0,0,0,233
2018,6,18,0,2,60,7,66,593
2018,6,19,0,12,60,28,89,668
2018,6,20,1,5,43,40,71,673
2018,6,21,0,6,51,52,56,581
2018,6,22,0,23,41,2,45,621
2018,6,23,0,0,0,0,2,243
2018,6,24,0,0,0,0,0,366
2018,6,25,2,21,54,18,50,745
2018,6,26,0,4,50,37,117,758
2018,6,27,0,4,30,64,82,634
2018,6,28,0,8,39,74,72,617
2018,6,29,0,5,38,2,63,520
2018,6,30,0,0,0,0,28,284
2018,7,1,0,0,0,0,36,285
2018,7,2,0,7,57,10,73,545
2018,7,3,0,43,42,27,129,706
2018,7,4,0,0,0,0,33,400
2018,7,5,0,8,67,22,92,677
2018,7,6,0,37,39,53,106,585
2018,7,7,0,0,2,0,35,337
2018,7,8,0,0,0,0,21,327
2018,7,9,0,3,47,15,79,655
2018,7,10,0,27,57,45,83,710
2018,7,11,0,4,62,46,76,661
2018,7,12,0,19,49,46,118,697
2018,7,13,1,8,41,13,74,618
2018,7,14,0,0,0,0,0,348
2018,7,15,0,0,0,0,0,309
2018,7,16,0,16,54,22,24,621
2018,7,17,0,23,37,6,137,701
2018,7,18,0,14,46,33,88,646
2018,7,19,0,26,47,86,101,633
2018,7,20,0,35,35,19,64,591
2018,7,21,0,0,0,0,1,384
2018,7,22,0,0,0,0,0,308
2018,7,23,0,2,48,13,74,617
2018,7,24,0,32,29,36,104,709
2018,7,25,0,11,34,53,86,779
2018,7,26,0,22,56,28,99,627
2018,7,27,0,3,44,8,69,591
2018,7,28,0,0,0,0,23,321
2018,7,29,0,0,0,0,0,257
2018,7,30,0,32,64,20,62,611
2018,7,31,0,15,44,21,106,703
2018,8,1,0,37,48,68,95,737
2018,8,2,1,32,44,65,95,677
2018,8,3,0,5,50,11,74,556
2018,8,4,0,0,0,0,1,379
2018,8,5,0,0,0,0,0,299
2018,8,6,0,24,58,8,102,663
2018,8,7,0,30,45,66,89,699
2018,8,8,0,19,44,59,86,729
2018,8,9,0,9,60,8,82,525
2018,8,10,0,8,35,7,71,669
2018,8,11,0,0,1,0,3,323
2018,8,12,0,0,0,0,1,385
2018,8,13,0,9,52,8,50,662
2018,8,14,0,13,56,63,139,660
2018,8,15,0,10,34,53,86,687
2018,8,16,0,5,34,8,64,636
2018,8,17,0,11,52,7,74,571
2018,8,18,0,0,5,0,4,320
2018,8,19,0,0,0,0,0,335
2018,8,20,0,38,63,33,55,659
2018,8,21,0,11,60,38,108,765
2018,8,22,0,7,52,60,96,631
2018,8,23,0,27,50,15,59,666
2018,8,24,0,20,44,2,45,590
2018,8,25,0,0,0,0,0,357
2018,8,26,0,0,0,0,1,265
2018,8,27,0,41,47,29,48,561
2018,8,28,0,12,37,24,108,737
2018,8,29,0,7,51,105,67,649
2018,8,30,0,19,35,21,104,646
2018,8,31,0,29,34,18,64,531
2018,9,1,0,0,0,0,1,267
2018,9,2,0,0,0,0,0,256
2018,9,3,0,0,0,0,0,366
2018,9,4,0,32,49,3,138,638
2018,9,5,0,7,47,111,175,601
2018,9,6,0,26,54,76,114,560
2018,9,7,0,19,31,12,108,563
2018,9,8,0,0,0,0,7,345
2018,9,9,0,0,0,0,0,259
2018,9,10,0,69,45,16,62,625
2018,9,11,0,68,55,18,93,643
2018,9,12,0,11,57,71,105,701
2018,9,13,0,20,34,21,71,640
2018,9,14,0,14,37,18,79,558
2018,9,15,0,0,0,0,4,306
2018,9,16,0,0,0,0,0,322
2018,9,17,0,11,57,14,62,669
2018,9,18,0,10,44,57,131,652
2018,9,19,1,6,56,59,108,624
2018,9,20,0,12,35,69,128,614
2018,9,21,0,2,46,15,58,706
2018,9,22,0,0,1,0,1,326
2018,9,23,0,0,0,0,0,327
2018,9,24,1,3,51,1,60,612
2018,9,25,0,5,57,45,126,609
2018,9,26,0,6,56,75,83,697
2018,9,27,0,16,47,37,78,641
2018,9,28,0,5,38,31,69,516
2018,9,29,0,0,0,0,1,296
2018,9,30,0,0,0,0,0,285
2018,10,1,0,10,57,3,95,636
2018,10,2,0,2,49,124,99,717
2018,10,3,0,11,44,86,80,695
2018,10,4,0,16,59,61,73,597
2018,10,5,0,15,48,8,46,562
2018,10,6,0,0,0,0,1,291
2018,10,7,0,0,0,0,0,270
2018,10,8,0,0,0,0,1,545
2018,10,9,0,3,57,4,52,659
2018,10,10,0,23,38,18,159,683
2018,10,11,1,14,52,103,75,677
2018,10,12,0,37,49,26,59,632
2018,10,13,0,0,0,0,0,335
2018,10,14,0,0,0,0,0,264
2018,10,15,0,9,66,0,75,714
2018,10,16,0,14,69,49,107,798
2018,10,17,0,0,57,82,124,743
2018,10,18,0,9,47,12,97,681
2018,10,19,0,17,31,8,94,625
2018,10,20,0,0,0,0,3,333
2018,10,21,0,0,0,0,0,313
2018,10,22,0,26,74,19,89,595
2018,10,23,0,1,56,38,91,668
2018,10,24,0,14,56,90,81,695
2018,10,25,1,5,46,12,67,641
2018,10,26,0,0,52,23,78,634
2018,10,27,0,0,1,0,7,333
2018,10,28,0,0,0,0,29,290
2018,10,29,0,1,70,17,81,716
2018,10,30,0,14,55,35,123,687
2018,10,31,0,8,39,31,77,641
2018,11,1,0,12,69,46,102,615
2018,11,2,0,6,53,11,75,620
2018,11,3,0,0,0,0,1,354
2018,11,4,0,0,0,0,0,307
2018,11,5,0,17,48,8,68,571
2018,11,6,1,14,51,39,126,683
2018,11,7,0,15,46,86,75,712
2018,11,8,0,10,41,8,85,668
2018,11,9,0,17,50,13,63,585
2018,11,10,0,0,4,0,0,276
2018,11,11,0,0,0,0,0,212
2018,11,12,0,0,0,0,1,556
2018,11,13,0,47,43,26,54,602
2018,11,14,0,7,59,16,135,662
2018,11,15,0,1,57,89,106,644
2018,11,16,0,27,43,42,83,600
2018,11,17,0,0,1,0,2,362
2018,11,18,0,0,0,0,0,240
2018,11,19,0,7,59,7,85,501
2018,11,20,0,2,46,28,143,644
2018,11,21,0,0,29,72,70,505
2018,11,22,0,0,1,0,1,270
2018,11,23,0,5,16,16,32,296
2018,11,24,0,0,1,0,0,352
2018,11,25,0,0,0,0,0,278
2018,11,26,0,5,55,12,61,680
2018,11,27,0,4,74,44,69,734
2018,11,28,0,13,42,27,81,681
2018,11,29,0,12,64,6,87,698
2018,11,30,0,5,69,1,71,632
2018,12,1,0,0,1,0,1,370
2018,12,2,0,0,0,0,0,307
2018,12,3,0,15,64,21,63,542
2018,12,4,0,8,43,2,97,668
2018,12,5,0,0,3,0,49,688
2018,12,6,0,0,63,88,89,643
2018,12,7,0,9,46,15,97,579
2018,12,8,0,0,0,0,5,313
2018,12,9,0,0,0,0,0,300
2018,12,10,0,7,49,22,61,557
2018,12,11,1,14,55,8,89,691
2018,12,12,0,5,52,36,159,653
2018,12,13,0,9,57,42,67,668
2018,12,14,0,7,60,24,58,580
2018,12,15,0,0,5,0,0,359
2018,12,16,0,0,0,0,0,271
2018,12,17,0,6,71,7,113,530
2018,12,18,0,7,57,61,102,696
2018,12,19,0,4,43,54,71,680
2018,12,20,0,7,56,52,76,604
2018,12,21,0,11,41,7,57,619
2018,12,22,0,0,1,0,0,278
2018,12,23,0,0,0,0,0,245
2018,12,24,0,0,0,0,26,388
2018,12,25,0,0,0,0,0,190
2018,12,26,0,15,45,28,123,567
2018,12,27,0,6,55,88,110,648
2018,12,28,0,5,49,21,65,583
2018,12,29,0,0,3,0,3,372
2018,12,30,0,0,0,0,0,239
2018,12,31,0,15,24,5,72,397
2019,1,1,0,0,0,0,0,228
2019,1,2,0,11,44,47,79,505
2019,1,3,0,2,53,17,88,675
2019,1,4,0,4,37,2,68,560
2019,1,5,0,0,0,0,7,376
2019,1,6,0,0,0,0,0,255
2019,1,7,0,6,45,3,50,587
2019,1,8,0,3,41,76,57,627
2019,1,9,0,3,30,27,60,659
2019,1,10,0,15,37,2,49,577
2019,1,11,0,9,19,27,69,543
2019,1,12,0,0,3,0,0,343
2019,1,13,0,0,0,0,0,339
2019,1,14,0,5,47,4,52,646
2019,1,15,0,16,35,65,80,631
2019,1,16,0,1,24,38,81,636
2019,1,17,0,3,41,0,53,642
2019,1,18,0,9,27,13,52,506
2019,1,19,0,0,1,0,0,339
2019,1,20,0,0,0,0,0,237
2019,1,21,0,0,0,0,0,420
2019,1,22,0,14,39,15,53,543
2019,1,23,0,4,46,40,55,578
2019,1,24,0,5,40,30,81,585
2019,1,25,0,2,39,29,61,561
2019,1,26,0,0,1,0,1,331
2019,1,27,0,0,0,0,0,311
2019,1,28,0,1,70,0,55,591
2019,1,29,0,9,68,5,67,676
2019,1,30,0,2,59,74,67,742
2019,1,31,0,7,58,54,49,752
2019,2,1,0,4,62,1,48,648
2019,2,2,0,0,2,0,5,411
2019,2,3,0,0,0,0,0,351
2019,2,4,0,0,68,2,49,651
2019,2,5,0,3,50,13,108,704
2019,2,6,0,4,56,51,94,734
2019,2,7,0,0,65,1,52,695
2019,2,8,0,0,48,0,58,712
2019,2,9,0,0,3,0,0,480
2019,2,10,0,0,0,0,0,386
2019,2,11,0,0,69,5,57,699
2019,2,12,0,0,68,0,53,845
2019,2,13,0,0,56,4,77,750
2019,2,14,0,1,62,46,57,711
2019,2,15,0,7,52,1,55,637
2019,2,16,0,0,7,0,0,361
2019,2,17,0,0,0,0,0,320
2019,2,18,0,0,0,0,1,588
2019,2,19,0,0,43,1,48,810
2019,2,20,0,1,54,2,102,824
2019,2,21,1,12,62,18,85,724
2019,2,22,0,5,59,20,92,728
2019,2,23,0,1,2,31,40,384
2019,2,24,0,0,0,0,0,403
2019,2,25,0,0,60,2,86,614
2019,2,26,0,3,51,1,118,755
2019,2,27,0,0,64,18,75,723
2019,2,28,0,2,61,19,68,734
2019,3,1,0,0,44,3,60,706
2019,3,2,0,0,4,0,2,404
2019,3,3,0,0,0,0,0,343
2019,3,4,0,5,85,39,89,748
2019,3,5,0,13,65,8,54,894
2019,3,6,0,4,52,63,84,634
2019,3,7,0,13,59,6,134,725
2019,3,8,0,2,51,74,111,711
2019,3,9,0,0,2,0,22,484
2019,3,10,0,0,0,0,0,373
2019,3,11,0,9,76,1,51,608
2019,3,12,0,6,69,13,71,896
2019,3,13,0,19,84,6,88,798
2019,3,14,0,6,51,74,85,682
2019,3,15,0,10,39,17,61,771
2019,3,16,0,0,0,23,2,396
2019,3,17,0,0,0,0,0,332
2019,3,18,0,11,62,17,80,641
2019,3,19,1,3,83,1,118,839
2019,3,20,0,6,58,28,83,842
2019,3,21,0,6,48,3,106,805
2019,3,22,0,4,47,13,61,702
2019,3,23,0,22,0,18,6,388
2019,3,24,0,0,0,0,0,315
2019,3,25,0,7,64,1,81,710
2019,3,26,0,5,81,10,86,811
2019,3,27,0,4,64,46,69,782
2019,3,28,3,7,60,67,80,743
2019,3,29,0,20,55,54,79,680
2019,3,30,0,24,0,10,12,419
2019,3,31,0,0,0,0,0,356
2019,4,1,0,2,72,13,59,727
2019,4,2,0,7,78,6,116,864
2019,4,3,0,10,75,32,87,760
2019,4,4,0,7,59,38,85,739
2019,4,5,0,9,47,38,91,673
2019,4,6,0,13,0,3,2,422
2019,4,7,0,0,0,0,0,387
2019,4,8,0,8,66,1,42,729
2019,4,9,0,10,81,17,93,837
2019,4,10,0,13,75,34,86,742
2019,4,11,0,17,43,58,75,881
2019,4,12,0,7,64,13,68,688
2019,4,13,0,5,0,16,11,392
2019,4,14,0,0,0,0,0,312
2019,4,15,1,3,62,7,55,752
2019,4,16,0,7,58,62,75,763
2019,4,17,0,7,52,70,89,800
2019,4,18,0,10,62,40,89,663
2019,4,19,0,5,50,2,93,645
2019,4,20,0,12,0,18,56,320
2019,4,21,0,0,0,0,0,107
2019,4,22,0,45,56,16,66,450
2019,4,23,0,19,48,25,71,762
2019,4,24,0,1,75,61,87,754
2019,4,25,0,5,39,33,58,764
2019,4,26,0,11,57,9,70,724
2019,4,27,0,0,1,34,3,452
2019,4,28,0,0,0,0,0,363
2019,4,29,0,9,62,13,75,678
2019,4,30,0,22,57,18,78,711
2019,5,1,0,23,45,50,77,717
2019,5,2,0,5,44,30,86,842
2019,5,3,0,13,69,12,91,662
2019,5,4,0,2,3,5,22,357
2019,5,5,0,0,0,0,0,385
2019,5,6,0,0,63,3,99,641
2019,5,7,0,11,66,17,61,793
2019,5,8,0,8,65,17,69,767
2019,5,9,0,8,52,36,68,652
2019,5,10,0,10,49,17,69,709
2019,5,11,0,0,0,81,44,425
2019,5,12,0,0,0,0,0,336
2019,5,13,0,8,56,8,50,692
2019,5,14,0,3,57,20,90,833
2019,5,15,0,10,79,36,92,759
2019,5,16,0,1,55,68,61,814
2019,5,17,0,0,64,16,49,677
2019,5,18,0,0,5,20,3,438
2019,5,19,0,0,0,0,0,373
2019,5,20,0,1,59,23,62,642
2019,5,21,0,2,60,16,120,824
2019,5,22,0,11,60,10,85,874
2019,5,23,0,7,69,31,95,694
2019,5,24,0,0,48,8,54,691
2019,5,25,0,0,0,44,5,411
2019,5,26,0,0,0,0,0,298
2019,5,27,0,0,0,0,0,344
2019,5,28,0,12,48,44,94,708
2019,5,29,0,8,63,4,68,904
2019,5,30,0,10,56,61,101,800
2019,5,31,0,15,66,66,93,775
2019,6,1,0,0,3,1,5,368
2019,6,2,0,0,0,0,0,417
2019,6,3,0,1,56,13,77,714
2019,6,4,0,3,71,11,77,700
2019,6,5,0,13,60,27,93,783
2019,6,6,0,6,58,57,46,739
2019,6,7,0,4,52,41,73,683
2019,6,8,0,0,3,0,1,472
2019,6,9,0,0,0,0,0,454
2019,6,10,0,7,69,11,53,727
2019,6,11,0,20,77,15,86,856
2019,6,12,0,6,50,74,65,960
2019,6,13,0,8,71,18,78,810
2019,6,14,0,14,51,21,66,628
2019,6,15,0,2,1,60,4,401
2019,6,16,0,0,0,0,0,386
2019,6,17,0,4,66,2,56,787
2019,6,18,0,2,77,0,58,942
2019,6,19,0,14,77,32,76,794
2019,6,20,0,4,52,13,82,843
2019,6,21,0,7,48,9,41,771
2019,6,22,0,47,1,0,2,421
2019,6,23,0,0,0,0,0,406
2019,6,24,0,12,61,64,60,833
2019,6,25,0,7,62,33,89,847
2019,6,26,0,4,63,43,57,814
2019,6,27,0,0,72,57,61,705
2019,6,28,0,52,54,70,59,643
2019,6,29,0,8,1,71,26,432
2019,6,30,0,0,0,0,0,388
2019,7,1,0,1,50,46,127,669
2019,7,2,0,18,64,13,72,804
2019,7,3,0,41,58,39,91,759
2019,7,4,0,0,0,0,0,393
2019,7,5,0,20,42,45,103,551
2019,7,6,0,0,0,0,8,414
2019,7,7,0,0,0,0,0,364
2019,7,8,0,8,73,0,63,786
2019,7,9,0,6,90,42,67,860
2019,7,10,0,17,77,21,72,787
2019,7,11,0,1,68,103,109,755
2019,7,12,0,21,70,15,76,743
2019,7,13,0,0,0,1,1,466
2019,7,14,0,0,0,0,0,285
2019,7,15,0,15,54,38,86,723
2019,7,16,0,8,85,27,68,869
2019,7,17,0,28,66,61,98,801
2019,7,18,0,16,59,43,58,795
2019,7,19,0,6,59,6,51,675
2019,7,20,0,0,2,0,1,460
2019,7,21,0,0,0,0,0,331
2019,7,22,0,6,70,36,75,789
2019,7,23,0,41,74,12,77,796
2019,7,24,0,0,75,61,58,765
2019,7,25,1,6,76,24,85,918
2019,7,26,0,15,63,9,66,674
2019,7,27,0,0,1,0,0,436
2019,7,28,0,0,0,0,0,448
2019,7,29,1,3,66,73,92,796
2019,7,30,0,7,72,48,82,964
2019,7,31,0,5,61,29,81,897
2019,8,1,0,4,64,3,94,828
2019,8,2,0,7,67,20,58,795
2019,8,3,0,0,0,0,1,441
2019,8,4,0,0,0,0,0,406
2019,8,5,0,29,69,15,72,771
2019,8,6,0,3,81,39,69,889
2019,8,7,0,26,62,12,127,875
2019,8,8,0,5,76,7,69,821
2019,8,9,0,6,85,16,96,795
2019,8,10,0,0,0,0,0,420
2019,8,11,0,0,0,0,0,382
2019,8,12,0,65,82,56,83,777
2019,8,13,0,19,66,27,101,985
2019,8,14,0,16,81,30,74,846
2019,8,15,0,10,75,17,65,917
2019,8,16,0,6,55,50,64,809
2019,8,17,0,0,0,0,10,452
2019,8,18,0,0,0,0,0,419
2019,8,19,0,14,81,46,51,681
2019,8,20,0,5,66,32,104,997
2019,8,21,1,6,70,29,77,953
2019,8,22,2,1,72,7,77,813
2019,8,23,0,1,75,10,74,712
2019,8,24,0,0,2,0,0,435
2019,8,25,0,0,0,0,0,366
2019,8,26,0,13,88,28,54,785
2019,8,27,0,4,71,38,66,857
2019,8,28,0,10,77,20,88,850
