"Date_received","Submitted_via","count"
"04/06/2019","Postal mail",3
"04/06/2019","Fax",13
"04/06/2019","Web",422
"06/02/2019","Web",417
"09/26/2012","Postal mail",4
"09/26/2012","Fax",4
"09/26/2012","Phone",31
"09/26/2012","Referral",117
"09/26/2012","Web",102
"07/09/2016","Phone",1
"07/09/2016","Web",233
"03/16/2014","Web",172
"03/05/2016","Phone",2
"03/05/2016","Referral",22
"03/05/2016","Web",215
"10/28/2018","Referral",29
"10/28/2018","Web",290
"10/18/2013","Fax",3
"10/18/2013","Phone",53
"10/18/2013","Referral",78
"10/18/2013","Postal mail",11
"10/18/2013","Web",216
"11/14/2018","Postal mail",16
"11/14/2018","Referral",135
"11/14/2018","Fax",7
"11/14/2018","Phone",59
"11/14/2018","Web",662
"01/20/2012","Fax",2
"01/20/2012","Email",2
"01/20/2012","Postal mail",1
"01/20/2012","Phone",4
"01/20/2012","Referral",14
"01/20/2012","Web",69
"07/11/2012","Fax",8
"07/11/2012","Phone",44
"07/11/2012","Postal mail",20
"07/11/2012","Referral",117
"07/11/2012","Web",120
"02/22/2012","Phone",10
"02/22/2012","Web",80
"02/22/2012","Referral",86
"12/30/2016","Fax",3
"12/30/2016","Phone",30
"12/30/2016","Postal mail",8
"12/30/2016","Referral",13
"12/30/2016","Web",414
"08/17/2016","Fax",4
"08/17/2016","Postal mail",116
"08/17/2016","Phone",51
"08/17/2016","Referral",108
"08/17/2016","Web",432
"03/12/2015","Fax",8
"03/12/2015","Referral",85
"03/12/2015","Postal mail",15
"03/12/2015","Phone",41
"03/12/2015","Web",431
"11/10/2013","Web",106
"11/20/2012","Phone",18
"11/20/2012","Fax",14
"11/20/2012","Postal mail",35
"11/20/2012","Web",158
"11/20/2012","Referral",148
"02/02/2012","Postal mail",11
"02/02/2012","Phone",7
"02/02/2012","Referral",57
"02/02/2012","Web",91
"02/28/2014","Fax",9
"02/28/2014","Phone",33
"02/28/2014","Web",403
"02/28/2014","Postal mail",36
"02/28/2014","Referral",179
"09/04/2017","Referral",8
"09/04/2017","Web",290
"06/18/2012","Fax",4
"06/18/2012","Postal mail",20
"06/18/2012","Phone",36
"06/18/2012","Web",102
"06/18/2012","Referral",124
"09/12/2013","Email",1
"09/12/2013","Postal mail",18
"09/12/2013","Fax",8
"09/12/2013","Phone",56
"09/12/2013","Referral",88
"09/12/2013","Web",245
"10/28/2012","Referral",1
"10/28/2012","Web",68
"09/01/2015","Fax",6
"09/01/2015","Postal mail",43
"09/01/2015","Phone",43
"09/01/2015","Referral",90
"09/01/2015","Web",451
"03/17/2013","Web",57
"10/06/2012","Web",38
"06/19/2014","Fax",6
"06/19/2014","Phone",49
"06/19/2014","Postal mail",21
"06/19/2014","Referral",119
"06/19/2014","Web",365
"09/15/2012","Web",52
"12/19/2012","Fax",2
"12/19/2012","Email",1
"12/19/2012","Phone",20
"12/19/2012","Referral",263
"12/19/2012","Postal mail",21
"12/19/2012","Web",155
"02/11/2014","Fax",2
"02/11/2014","Phone",47
"02/11/2014","Referral",70
"02/11/2014","Postal mail",79
"02/11/2014","Web",401
"05/28/2014","Fax",16
"05/28/2014","Referral",53
"05/28/2014","Postal mail",88
"05/28/2014","Phone",51
"05/28/2014","Web",354
"10/30/2012","Fax",1
"10/30/2012","Phone",17
"10/30/2012","Referral",94
"10/30/2012","Postal mail",38
"10/30/2012","Web",134
"06/01/2018","Postal mail",9
"06/01/2018","Fax",13
"06/01/2018","Phone",48
"06/01/2018","Referral",82
"06/01/2018","Web",552
"06/29/2013","Fax",3
"06/29/2013","Postal mail",26
"06/29/2013","Referral",32
"06/29/2013","Web",80
"12/09/2016","Referral",58
"12/09/2016","Phone",53
"12/09/2016","Postal mail",25
"12/09/2016","Fax",3
"12/09/2016","Web",421
"10/12/2012","Fax",1
"10/12/2012","Phone",25
"10/12/2012","Postal mail",29
"10/12/2012","Referral",108
"10/12/2012","Web",112
"12/08/2015","Phone",45
"12/08/2015","Postal mail",51
"12/08/2015","Fax",8
"12/08/2015","Referral",72
"12/08/2015","Web",418
"06/11/2015","Postal mail",12
"06/11/2015","Referral",121
"06/11/2015","Fax",6
"06/11/2015","Phone",32
"06/11/2015","Web",474
"07/14/2016","Fax",12
"07/14/2016","Postal mail",42
"07/14/2016","Phone",41
"07/14/2016","Referral",134
"07/14/2016","Web",429
"03/02/2019","Phone",4
"03/02/2019","Referral",2
"03/02/2019","Web",404
"09/19/2019","Fax",3
"09/19/2019","Postal mail",29
"09/19/2019","Phone",73
"09/19/2019","Referral",54
"09/19/2019","Web",879
"01/18/2013","Fax",3
"01/18/2013","Postal mail",18
"01/18/2013","Phone",36
"01/18/2013","Web",244
"01/18/2013","Referral",149
"09/21/2019","Postal mail",3
"09/21/2019","Fax",8
"09/21/2019","Referral",8
"09/21/2019","Web",430
"04/04/2015","Web",164
"03/07/2016","Phone",33
"03/07/2016","Web",361
"03/07/2016","Referral",50
"03/07/2016","Postal mail",77
"04/17/2015","Fax",6
"04/17/2015","Postal mail",55
"04/17/2015","Web",331
"04/17/2015","Phone",36
"04/17/2015","Referral",41
"12/03/2013","Postal mail",50
"12/03/2013","Phone",55
"12/03/2013","Referral",40
"12/03/2013","Fax",10
"12/03/2013","Web",298
"01/16/2017","Web",332
"01/14/2019","Postal mail",4
"01/14/2019","Fax",5
"01/14/2019","Referral",52
"01/14/2019","Phone",47
"01/14/2019","Web",646
"01/05/2019","Referral",7
"01/05/2019","Web",376
"07/16/2018","Postal mail",22
"07/16/2018","Referral",24
"07/16/2018","Phone",54
"07/16/2018","Fax",16
"07/16/2018","Web",621
"11/24/2014","Fax",21
"11/24/2014","Phone",33
"11/24/2014","Postal mail",28
"11/24/2014","Referral",78
"11/24/2014","Web",359
"12/16/2011","Postal mail",1
"12/16/2011","Phone",12
"12/16/2011","Referral",24
"12/16/2011","Web",64
"05/09/2014","Email",1
"05/09/2014","Fax",4
"05/09/2014","Postal mail",56
"05/09/2014","Phone",35
"05/09/2014","Web",311
"05/09/2014","Referral",62
"02/24/2018","Referral",1
"02/24/2018","Web",497
"03/11/2017","Phone",3
"03/11/2017","Referral",8
"03/11/2017","Web",260
"07/13/2019","Postal mail",1
"07/13/2019","Referral",1
"07/13/2019","Web",466
"03/08/2019","Fax",2
"03/08/2019","Phone",51
"03/08/2019","Postal mail",74
"03/08/2019","Referral",111
"03/08/2019","Web",711
"11/09/2014","Referral",1
"11/09/2014","Web",122
"07/09/2013","Email",1
"07/09/2013","Postal mail",6
"07/09/2013","Fax",4
"07/09/2013","Phone",34
"07/09/2013","Referral",146
"07/09/2013","Web",201
"05/06/2017","Phone",1
"05/06/2017","Web",294
"03/14/2015","Web",167
"08/15/2016","Fax",14
"08/15/2016","Referral",39
"08/15/2016","Phone",46
"08/15/2016","Postal mail",72
"08/15/2016","Web",441
"03/18/2015","Fax",9
"03/18/2015","Phone",36
"03/18/2015","Referral",72
"03/18/2015","Web",442
"03/18/2015","Postal mail",55
"07/12/2015","Web",188
"06/14/2014","Web",155
"06/14/2014","Phone",1
"01/26/2016","Fax",9
"01/26/2016","Phone",24
"01/26/2016","Postal mail",82
"01/26/2016","Web",488
"01/26/2016","Referral",166
"05/06/2014","Fax",7
"05/06/2014","Postal mail",66
"05/06/2014","Phone",50
"05/06/2014","Referral",51
"05/06/2014","Web",388
"09/11/2014","Fax",4
"09/11/2014","Postal mail",10
"09/11/2014","Referral",91
"09/11/2014","Phone",36
"09/11/2014","Web",397
"09/28/2013","Fax",1
"09/28/2013","Referral",4
"09/28/2013","Postal mail",63
"09/28/2013","Web",93
"05/21/2018","Fax",16
"05/21/2018","Postal mail",9
"05/21/2018","Referral",48
"05/21/2018","Phone",60
"05/21/2018","Web",621
"04/17/2012","Postal mail",7
"04/17/2012","Phone",35
"04/17/2012","Referral",116
"04/17/2012","Web",84
"07/04/2014","Referral",1
"07/04/2014","Web",110
"02/07/2015","Phone",1
"02/07/2015","Referral",1
"02/07/2015","Web",213
"02/14/2015","Referral",3
"02/14/2015","Fax",6
"02/14/2015","Web",200
"01/02/2017","Web",299
"03/05/2015","Fax",4
"03/05/2015","Postal mail",47
"03/05/2015","Phone",25
"03/05/2015","Referral",127
"03/05/2015","Web",392
"08/02/2015","Web",186
"08/30/2015","Referral",3
"08/30/2015","Web",165
"08/13/2017","Web",397
"11/03/2018","Referral",1
"11/03/2018","Web",354
"05/15/2016","Web",178
"08/28/2019","Referral",88
"08/28/2019","Postal mail",20
"08/28/2019","Phone",77
"08/28/2019","Fax",10
"08/28/2019","Web",850
"11/01/2012","Email",1
"11/01/2012","Phone",13
"11/01/2012","Fax",7
"11/01/2012","Web",154
"11/01/2012","Referral",97
"11/01/2012","Postal mail",23
"07/10/2016","Referral",1
"07/10/2016","Web",199
"01/18/2019","Fax",9
"01/18/2019","Phone",27
"01/18/2019","Postal mail",13
"01/18/2019","Referral",52
"01/18/2019","Web",506
"11/10/2015","Phone",34
"11/10/2015","Postal mail",86
"11/10/2015","Referral",89
"11/10/2015","Fax",8
"11/10/2015","Web",464
"04/08/2019","Postal mail",1
"04/08/2019","Referral",42
"04/08/2019","Fax",8
"04/08/2019","Phone",66
"04/08/2019","Web",729
"07/29/2018","Web",257
"08/27/2015","Postal mail",10
"08/27/2015","Web",513
"08/27/2015","Fax",9
"08/27/2015","Phone",47
"08/27/2015","Referral",384
"06/07/2017","Fax",1
"06/07/2017","Referral",49
"06/07/2017","Phone",43
"06/07/2017","Web",560
"06/07/2017","Postal mail",79
"05/30/2016","Web",187
"08/07/2013","Fax",5
"08/07/2013","Referral",82
"08/07/2013","Postal mail",29
"08/07/2013","Phone",65
"08/07/2013","Web",234
"05/06/2016","Postal mail",49
"05/06/2016","Referral",67
"05/06/2016","Phone",41
"05/06/2016","Fax",14
"05/06/2016","Web",343
"10/22/2012","Fax",13
"10/22/2012","Postal mail",22
"10/22/2012","Phone",33
"10/22/2012","Web",123
"10/22/2012","Referral",120
"09/19/2012","Email",1
"09/19/2012","Postal mail",23
"09/19/2012","Fax",8
"09/19/2012","Phone",22
"09/19/2012","Web",111
"09/19/2012","Referral",150
"02/06/2016","Phone",2
"02/06/2016","Referral",2
"02/06/2016","Web",211
"09/05/2016","Web",184
"02/29/2012","Email",1
"02/29/2012","Phone",7
"02/29/2012","Postal mail",2
"02/29/2012","Web",67
"02/29/2012","Referral",79
"07/02/2014","Fax",17
"07/02/2014","Referral",113
"07/02/2014","Phone",53
"07/02/2014","Postal mail",47
"07/02/2014","Web",372
"05/29/2012","Fax",3
"05/29/2012","Postal mail",31
"05/29/2012","Referral",107
"05/29/2012","Phone",32
"05/29/2012","Web",89
"06/25/2018","Email",2
"06/25/2018","Fax",21
"06/25/2018","Postal mail",18
"06/25/2018","Phone",54
"06/25/2018","Referral",50
"06/25/2018","Web",745
"01/27/2019","Web",311
"06/21/2017","Fax",1
"06/21/2017","Referral",55
"06/21/2017","Web",722
"06/21/2017","Phone",43
"06/21/2017","Postal mail",116
"12/10/2011","Web",36
"07/10/2019","Fax",17
"07/10/2019","Postal mail",21
"07/10/2019","Phone",77
"07/10/2019","Web",787
"07/10/2019","Referral",72
"10/22/2013","Postal mail",80
"10/22/2013","Fax",7
"10/22/2013","Referral",63
"10/22/2013","Phone",50
"10/22/2013","Web",298
"04/29/2013","Fax",10
"04/29/2013","Postal mail",45
"04/29/2013","Web",155
"04/29/2013","Phone",46
"04/29/2013","Referral",147
"07/25/2015","Web",215
"07/31/2017","Fax",8
"07/31/2017","Postal mail",30
"07/31/2017","Referral",55
"07/31/2017","Phone",57
"07/31/2017","Web",639
"09/11/2012","Fax",6
"09/11/2012","Postal mail",15
"09/11/2012","Web",115
"09/11/2012","Phone",25
"09/11/2012","Referral",80
"03/15/2016","Fax",13
"03/15/2016","Phone",53
"03/15/2016","Postal mail",84
"03/15/2016","Referral",100
"03/15/2016","Web",509
"09/14/2019","Referral",8
"09/14/2019","Web",511
"11/01/2015","Web",139
"01/07/2018","Web",389
"06/04/2014","Email",1
"06/04/2014","Fax",1
"06/04/2014","Phone",42
"06/04/2014","Postal mail",74
"06/04/2014","Referral",65
"06/04/2014","Web",383
"11/10/2018","Web",276
"11/10/2018","Phone",4
"08/06/2017","Web",249
"12/17/2014","Email",2
"12/17/2014","Fax",8
"12/17/2014","Postal mail",44
"12/17/2014","Phone",27
"12/17/2014","Referral",108
"12/17/2014","Web",337
"08/19/2013","Fax",12
"08/19/2013","Postal mail",50
"08/19/2013","Web",205
"08/19/2013","Referral",78
"08/19/2013","Phone",56
"05/22/2014","Fax",5
"05/22/2014","Referral",63
"05/22/2014","Phone",32
"05/22/2014","Postal mail",40
"05/22/2014","Web",351
"12/25/2018","Web",190
"09/26/2016","Referral",52
"09/26/2016","Postal mail",78
"09/26/2016","Phone",59
"09/26/2016","Fax",10
"09/26/2016","Web",502
"06/22/2012","Fax",2
"06/22/2012","Postal mail",10
"06/22/2012","Referral",55
"06/22/2012","Phone",24
"06/22/2012","Web",142
"03/17/2014","Fax",10
"03/17/2014","Referral",45
"03/17/2014","Postal mail",42
"03/17/2014","Phone",42
"03/17/2014","Web",410
"02/21/2016","Phone",1
"02/21/2016","Web",146
"08/23/2015","Web",200
"08/23/2012","Fax",5
"08/23/2012","Phone",22
"08/23/2012","Postal mail",23
"08/23/2012","Referral",133
"08/23/2012","Web",121
"03/15/2018","Postal mail",49
"03/15/2018","Fax",32
"03/15/2018","Referral",58
"03/15/2018","Phone",39
"03/15/2018","Web",757
"04/20/2018","Postal mail",4
"04/20/2018","Email",1
"04/20/2018","Phone",33
"04/20/2018","Referral",83
"04/20/2018","Fax",46
"04/20/2018","Web",800
"12/18/2017","Fax",13
"12/18/2017","Postal mail",21
"12/18/2017","Phone",52
"12/18/2017","Referral",81
"12/18/2017","Web",593
"05/25/2015","Web",156
"07/04/2016","Web",190
"10/31/2013","Postal mail",4
"10/31/2013","Fax",4
"10/31/2013","Phone",41
"10/31/2013","Web",211
"10/31/2013","Referral",163
"04/11/2015","Phone",1
"04/11/2015","Web",188
"04/09/2012","Email",1
"04/09/2012","Fax",3
"04/09/2012","Postal mail",5
"04/09/2012","Phone",49
"04/09/2012","Web",79
"04/09/2012","Referral",172
"06/03/2013","Postal mail",2
"06/03/2013","Fax",12
"06/03/2013","Phone",39
"06/03/2013","Web",179
"06/03/2013","Referral",171
"08/12/2018","Referral",1
"08/12/2018","Web",385
"08/05/2013","Email",3
"08/05/2013","Postal mail",13
"08/05/2013","Referral",112
"08/05/2013","Phone",67
"08/05/2013","Web",202
"09/09/2013","Referral",78
"09/09/2013","Fax",9
"09/09/2013","Phone",58
"09/09/2013","Postal mail",66
"09/09/2013","Web",222
"12/08/2016","Fax",13
"12/08/2016","Phone",24
"12/08/2016","Postal mail",23
"12/08/2016","Referral",62
"12/08/2016","Web",469
"09/14/2016","Fax",6
"09/14/2016","Postal mail",70
"09/14/2016","Phone",37
"09/14/2016","Referral",120
"09/14/2016","Web",560
"03/20/2013","Fax",4
"03/20/2013","Phone",29
"03/20/2013","Email",2
"03/20/2013","Postal mail",24
"03/20/2013","Web",153
"03/20/2013","Referral",181
"10/12/2015","Referral",2
"10/12/2015","Web",319
"10/11/2018","Email",1
"10/11/2018","Referral",75
"10/11/2018","Fax",14
"10/11/2018","Postal mail",103
"10/11/2018","Phone",52
"10/11/2018","Web",677
"04/01/2014","Fax",15
"04/01/2014","Postal mail",27
"04/01/2014","Referral",109
"04/01/2014","Web",385
"04/01/2014","Phone",42
"02/17/2018","Phone",2
"02/17/2018","Web",381
"01/21/2012","Referral",5
"01/21/2012","Web",34
"02/12/2019","Referral",53
"02/12/2019","Phone",68
"02/12/2019","Web",845
"06/13/2012","Fax",2
"06/13/2012","Postal mail",57
"06/13/2012","Phone",32
"06/13/2012","Web",92
"06/13/2012","Referral",211
"08/17/2012","Fax",3
"08/17/2012","Postal mail",15
"08/17/2012","Referral",63
"08/17/2012","Phone",26
"08/17/2012","Web",98
"05/07/2014","Fax",8
"05/07/2014","Phone",46
"05/07/2014","Postal mail",6
"05/07/2014","Web",372
"05/07/2014","Referral",230
"06/28/2016","Fax",5
"06/28/2016","Phone",50
"06/28/2016","Postal mail",35
"06/28/2016","Web",529
"06/28/2016","Referral",128
"08/27/2017","Web",230
"09/16/2012","Web",40
"11/17/2018","Phone",1
"11/17/2018","Referral",2
"11/17/2018","Web",362
"04/11/2018","Phone",34
"04/11/2018","Referral",116
"04/11/2018","Fax",115
"04/11/2018","Postal mail",57
"04/11/2018","Web",775
"03/28/2019","Email",3
"03/28/2019","Fax",7
"03/28/2019","Referral",80
"03/28/2019","Web",743
"03/28/2019","Phone",60
"03/28/2019","Postal mail",67
"02/28/2013","Fax",5
"02/28/2013","Postal mail",27
"02/28/2013","Referral",30
"02/28/2013","Phone",24
"02/28/2013","Web",152
"10/19/2015","Fax",6
"10/19/2015","Phone",41
"10/19/2015","Referral",62
"10/19/2015","Postal mail",40
"10/19/2015","Web",448
"10/10/2013","Email",1
"10/10/2013","Postal mail",1
"10/10/2013","Fax",9
"10/10/2013","Phone",29
"10/10/2013","Referral",66
"10/10/2013","Web",168
"07/10/2015","Fax",7
"07/10/2015","Referral",33
"07/10/2015","Postal mail",19
"07/10/2015","Phone",45
"07/10/2015","Web",552
"10/14/2016","Postal mail",14
"10/14/2016","Phone",42
"10/14/2016","Fax",17
"10/14/2016","Referral",63
"10/14/2016","Web",594
"08/08/2012","Email",1
"08/08/2012","Fax",10
"08/08/2012","Phone",16
"08/08/2012","Web",92
"08/08/2012","Postal mail",23
"08/08/2012","Referral",144
"10/10/2014","Fax",10
"10/10/2014","Postal mail",17
"10/10/2014","Phone",44
"10/10/2014","Web",319
"10/10/2014","Referral",81
"02/06/2019","Fax",4
"02/06/2019","Postal mail",51
"02/06/2019","Phone",56
"02/06/2019","Referral",94
"02/06/2019","Web",734
"09/22/2019","Web",353
"04/16/2013","Fax",10
"04/16/2013","Referral",83
"04/16/2013","Phone",30
"04/16/2013","Web",223
"04/16/2013","Postal mail",45
"08/06/2014","Postal mail",22
"08/06/2014","Fax",10
"08/06/2014","Phone",38
"08/06/2014","Referral",171
"08/06/2014","Web",417
"11/20/2016","Web",184
"04/17/2016","Web",180
"11/19/2018","Fax",7
"11/19/2018","Postal mail",7
"11/19/2018","Referral",85
"11/19/2018","Web",501
"11/19/2018","Phone",59
"10/29/2018","Fax",1
"10/29/2018","Phone",70
"10/29/2018","Postal mail",17
"10/29/2018","Referral",81
"10/29/2018","Web",716
"08/21/2013","Postal mail",24
"08/21/2013","Referral",85
"08/21/2013","Web",182
"08/21/2013","Fax",12
"08/21/2013","Phone",48
"11/19/2013","Fax",6
"11/19/2013","Phone",55
"11/19/2013","Postal mail",55
"11/19/2013","Referral",105
"11/19/2013","Web",261
"07/25/2014","Postal mail",63
"07/25/2014","Referral",75
"07/25/2014","Phone",32
"07/25/2014","Fax",19
"07/25/2014","Web",332
"07/30/2016","Phone",2
"07/30/2016","Web",198
"01/10/2019","Postal mail",2
"01/10/2019","Phone",37
"01/10/2019","Fax",15
"01/10/2019","Referral",49
"01/10/2019","Web",577
"05/01/2015","Phone",34
"05/01/2015","Fax",15
"05/01/2015","Postal mail",101
"05/01/2015","Referral",50
"05/01/2015","Web",375
"10/01/2012","Email",1
"10/01/2012","Fax",5
"10/01/2012","Postal mail",16
"10/01/2012","Referral",93
"10/01/2012","Phone",21
"10/01/2012","Web",126
"06/02/2014","Fax",1
"06/02/2014","Referral",54
"06/02/2014","Phone",42
"06/02/2014","Postal mail",23
"06/02/2014","Web",349
"04/04/2014","Postal mail",24
"04/04/2014","Fax",6
"04/04/2014","Phone",36
"04/04/2014","Referral",119
"04/04/2014","Web",315
"03/29/2015","Web",144
"07/19/2012","Email",1
"07/19/2012","Fax",4
"07/19/2012","Postal mail",18
"07/19/2012","Referral",49
"07/19/2012","Phone",30
"07/19/2012","Web",139
"12/01/2014","Fax",14
"12/01/2014","Referral",28
"12/01/2014","Postal mail",28
"12/01/2014","Phone",36
"12/01/2014","Web",321
"07/31/2013","Fax",10
"07/31/2013","Phone",44
"07/31/2013","Referral",143
"07/31/2013","Postal mail",59
"07/31/2013","Web",217
"03/11/2013","Email",1
"03/11/2013","Fax",10
"03/11/2013","Postal mail",11
"03/11/2013","Phone",38
"03/11/2013","Web",161
"03/11/2013","Referral",88
"10/26/2015","Fax",5
"10/26/2015","Postal mail",24
"10/26/2015","Phone",71
"10/26/2015","Referral",87
"10/26/2015","Web",414
"10/17/2012","Fax",2
"10/17/2012","Phone",19
"10/17/2012","Postal mail",34
"10/17/2012","Web",112
"10/17/2012","Referral",150
"01/06/2019","Web",255
"04/13/2016","Phone",55
"04/13/2016","Web",424
"04/13/2016","Postal mail",100
"04/13/2016","Referral",71
"04/07/2018","Referral",127
"04/07/2018","Web",404
"08/24/2016","Referral",52
"08/24/2016","Postal mail",102
"08/24/2016","Phone",47
"08/24/2016","Web",477
"02/17/2016","Fax",9
"02/17/2016","Phone",57
"02/17/2016","Referral",186
"02/17/2016","Postal mail",14
"02/17/2016","Web",469
"10/04/2013","Email",1
"10/04/2013","Postal mail",36
"10/04/2013","Phone",22
"10/04/2013","Web",133
"10/04/2013","Fax",8
"10/04/2013","Referral",68
"12/09/2013","Fax",7
"12/09/2013","Postal mail",50
"12/09/2013","Web",237
"12/09/2013","Referral",16
"12/09/2013","Phone",42
"08/01/2016","Fax",15
"08/01/2016","Postal mail",73
"08/01/2016","Referral",28
"08/01/2016","Web",388
"08/01/2016","Phone",64
"02/06/2012","Fax",2
"02/06/2012","Postal mail",1
"02/06/2012","Phone",15
"02/06/2012","Referral",44
"02/06/2012","Web",58
"12/22/2015","Fax",7
"12/22/2015","Phone",38
"12/22/2015","Web",374
"12/22/2015","Postal mail",120
"12/22/2015","Referral",69
"03/29/2017","Fax",3
"03/29/2017","Postal mail",16
"03/29/2017","Phone",43
"03/29/2017","Referral",58
"03/29/2017","Web",695
"11/11/2013","Web",193
"11/01/2013","Fax",5
"11/01/2013","Postal mail",50
"11/01/2013","Web",235
"11/01/2013","Referral",134
"11/01/2013","Phone",37
"03/04/2017","Phone",2
"03/04/2017","Referral",9
"03/04/2017","Web",283
"11/25/2013","Fax",9
"11/25/2013","Phone",55
"11/25/2013","Referral",51
"11/25/2013","Postal mail",65
"11/25/2013","Web",300
"03/12/2016","Referral",9
"03/12/2016","Phone",3
"03/12/2016","Web",217
"11/06/2012","Phone",18
"11/06/2012","Fax",17
"11/06/2012","Postal mail",42
"11/06/2012","Referral",68
"11/06/2012","Web",142
"12/05/2012","Postal mail",13
"12/05/2012","Phone",24
"12/05/2012","Referral",66
"12/05/2012","Web",145
"07/04/2017","Referral",9
"07/04/2017","Web",322
"11/12/2017","Web",364
"12/01/2016","Fax",12
"12/01/2016","Postal mail",20
"12/01/2016","Referral",156
"12/01/2016","Phone",44
"12/01/2016","Web",471
"01/22/2014","Fax",7
"01/22/2014","Postal mail",61
"01/22/2014","Phone",52
"01/22/2014","Referral",112
"01/22/2014","Web",415
"12/09/2017","Referral",4
"12/09/2017","Phone",4
"12/09/2017","Web",411
"06/14/2015","Web",129
"01/10/2014","Postal mail",72
"01/10/2014","Web",316
"01/10/2014","Phone",36
"01/10/2014","Referral",85
"07/08/2013","Postal mail",26
"07/08/2013","Phone",55
"07/08/2013","Fax",10
"07/08/2013","Referral",131
"07/08/2013","Web",179
"07/02/2016","Referral",16
"07/02/2016","Web",207
"05/16/2016","Phone",67
"05/16/2016","Fax",13
"05/16/2016","Referral",98
"05/16/2016","Postal mail",41
"05/16/2016","Web",386
"04/11/2012","Email",2
"04/11/2012","Postal mail",18
"04/11/2012","Phone",43
"04/11/2012","Fax",6
"04/11/2012","Web",105
"04/11/2012","Referral",168
"09/15/2013","Web",90
"04/28/2018","Referral",1
"04/28/2018","Web",400
"07/24/2018","Phone",29
"07/24/2018","Postal mail",36
"07/24/2018","Fax",32
"07/24/2018","Referral",104
"07/24/2018","Web",709
"12/15/2014","Fax",5
"12/15/2014","Postal mail",32
"12/15/2014","Phone",42
"12/15/2014","Referral",86
"12/15/2014","Web",280
"09/06/2012","Email",1
"09/06/2012","Phone",27
"09/06/2012","Postal mail",33
"09/06/2012","Web",103
"09/06/2012","Fax",5
"09/06/2012","Referral",82
"11/10/2016","Referral",33
"11/10/2016","Fax",12
"11/10/2016","Postal mail",53
"11/10/2016","Phone",43
"11/10/2016","Web",442
"09/13/2018","Phone",34
"09/13/2018","Postal mail",21
"09/13/2018","Referral",71
"09/13/2018","Fax",20
"09/13/2018","Web",640
"07/08/2016","Fax",15
"07/08/2016","Referral",79
"07/08/2016","Postal mail",36
"07/08/2016","Phone",44
"07/08/2016","Web",426
"09/05/2017","Fax",7
"09/05/2017","Phone",29
"09/05/2017","Postal mail",31
"09/05/2017","Referral",54
"09/05/2017","Web",532
"12/07/2013","Referral",1
"12/07/2013","Web",105
"08/16/2013","Fax",3
"08/16/2013","Postal mail",38
"08/16/2013","Referral",79
"08/16/2013","Web",166
"08/16/2013","Phone",56
"09/21/2012","Fax",4
"09/21/2012","Phone",27
"09/21/2012","Web",86
"09/21/2012","Postal mail",12
"09/21/2012","Referral",83
"09/24/2013","Email",1
"09/24/2013","Fax",6
"09/24/2013","Referral",87
"09/24/2013","Postal mail",50
"09/24/2013","Web",307
"09/24/2013","Phone",55
"10/24/2015","Web",259
"05/12/2018","Referral",3
"05/12/2018","Web",415
"09/02/2014","Phone",41
"09/02/2014","Fax",22
"09/02/2014","Referral",48
"09/02/2014","Postal mail",64
"09/02/2014","Web",335
"08/08/2018","Phone",44
"08/08/2018","Referral",86
"08/08/2018","Web",729
"08/08/2018","Fax",19
"08/08/2018","Postal mail",59
"12/05/2011","Fax",1
"12/05/2011","Phone",10
"12/05/2011","Postal mail",3
"12/05/2011","Referral",108
"12/05/2011","Web",42
"02/03/2017","Phone",43
"02/03/2017","Fax",17
"02/03/2017","Postal mail",42
"02/03/2017","Web",692
"02/03/2017","Referral",76
"05/24/2015","Web",118
"02/09/2012","Postal mail",2
"02/09/2012","Phone",14
"02/09/2012","Referral",72
"02/09/2012","Web",90
"11/04/2013","Fax",12
"11/04/2013","Phone",53
"11/04/2013","Web",210
"11/04/2013","Referral",86
"11/04/2013","Postal mail",96
"11/14/2012","Email",1
"11/14/2012","Fax",1
"11/14/2012","Phone",17
"11/14/2012","Postal mail",33
"11/14/2012","Referral",52
"11/14/2012","Web",171
"09/16/2015","Fax",18
"09/16/2015","Referral",48
"09/16/2015","Phone",46
"09/16/2015","Web",489
"09/16/2015","Postal mail",30
"08/02/2012","Postal mail",7
"08/02/2012","Fax",12
"08/02/2012","Phone",28
"08/02/2012","Referral",166
"08/02/2012","Web",127
"02/21/2012","Phone",8
"02/21/2012","Web",80
"02/21/2012","Referral",55
"01/23/2014","Phone",52
"01/23/2014","Postal mail",75
"01/23/2014","Fax",11
"01/23/2014","Web",382
"01/23/2014","Referral",138
"09/03/2015","Fax",12
"09/03/2015","Referral",104
"09/03/2015","Phone",32
"09/03/2015","Postal mail",61
"09/03/2015","Web",356
"09/21/2016","Fax",1
"09/21/2016","Postal mail",63
"09/21/2016","Phone",59
"09/21/2016","Web",611
"09/21/2016","Referral",88
"10/15/2012","Fax",16
"10/15/2012","Phone",28
"10/15/2012","Postal mail",24
"10/15/2012","Web",106
"10/15/2012","Referral",67
"08/22/2014","Fax",7
"08/22/2014","Postal mail",32
"08/22/2014","Phone",39
"08/22/2014","Referral",76
"08/22/2014","Web",352
"12/05/2018","Phone",3
"12/05/2018","Referral",49
"12/05/2018","Web",688
"05/25/2019","Referral",5
"05/25/2019","Postal mail",44
"05/25/2019","Web",411
"07/01/2016","Postal mail",6
"07/01/2016","Referral",92
"07/01/2016","Phone",34
"07/01/2016","Fax",10
