"Date_received","Submitted_via","count"
"03/20/2019","Referral",83
"03/20/2019","Web",842
"10/06/2017","Phone",43
"10/06/2017","Fax",16
"10/06/2017","Postal mail",16
"10/06/2017","Referral",73
"10/06/2017","Web",573
"09/23/2015","Fax",7
"09/23/2015","Referral",107
"09/23/2015","Postal mail",60
"09/23/2015","Phone",40
"09/23/2015","Web",537
"05/20/2012","Web",27
"05/20/2012","Referral",290
"10/23/2018","Postal mail",38
"10/23/2018","Fax",1
"10/23/2018","Referral",91
"10/23/2018","Phone",56
"10/23/2018","Web",668
"11/29/2018","Postal mail",6
"11/29/2018","Referral",87
"11/29/2018","Fax",12
"11/29/2018","Phone",64
"11/29/2018","Web",698
"03/10/2019","Web",373
"10/25/2014","Fax",1
"10/25/2014","Phone",2
"10/25/2014","Web",137
"04/24/2017","Postal mail",4
"04/24/2017","Fax",9
"04/24/2017","Phone",57
"04/24/2017","Referral",36
"04/24/2017","Web",686
"06/08/2012","Email",1
"06/08/2012","Fax",7
"06/08/2012","Phone",43
"06/08/2012","Postal mail",106
"06/08/2012","Referral",102
"06/08/2012","Web",83
"12/04/2014","Postal mail",1
"12/04/2014","Fax",7
"12/04/2014","Phone",31
"12/04/2014","Web",355
"12/04/2014","Referral",178
"09/04/2013","Fax",6
"09/04/2013","Postal mail",79
"09/04/2013","Phone",39
"09/04/2013","Web",207
"09/04/2013","Referral",49
"11/18/2012","Web",53
"06/26/2018","Fax",4
"06/26/2018","Phone",50
"06/26/2018","Referral",117
"06/26/2018","Postal mail",37
"06/26/2018","Web",758
"09/16/2019","Fax",6
"09/16/2019","Referral",47
"09/16/2019","Web",733
"09/16/2019","Phone",83
"09/16/2019","Postal mail",3
"04/04/2012","Email",3
"04/04/2012","Fax",4
"04/04/2012","Phone",26
"04/04/2012","Postal mail",13
"04/04/2012","Web",72
"04/04/2012","Referral",123
"12/16/2015","Fax",5
"12/16/2015","Phone",41
"12/16/2015","Postal mail",31
"12/16/2015","Web",404
"12/16/2015","Referral",55
"10/05/2015","Fax",12
"10/05/2015","Postal mail",23
"10/05/2015","Phone",32
"10/05/2015","Referral",145
"10/05/2015","Web",403
"12/10/2012","Phone",16
"12/10/2012","Fax",9
"12/10/2012","Postal mail",21
"12/10/2012","Referral",37
"12/10/2012","Web",131
"11/15/2017","Postal mail",48
"11/15/2017","Phone",44
"11/15/2017","Referral",92
"11/15/2017","Web",577
"06/20/2013","Email",1
"06/20/2013","Fax",6
"06/20/2013","Phone",34
"06/20/2013","Referral",157
"06/20/2013","Postal mail",24
"06/20/2013","Web",196
"12/14/2017","Fax",7
"12/14/2017","Phone",35
"12/14/2017","Postal mail",35
"12/14/2017","Web",716
"12/14/2017","Referral",47
"04/21/2016","Fax",9
"04/21/2016","Phone",37
"04/21/2016","Postal mail",30
"04/21/2016","Referral",150
"04/21/2016","Web",432
"11/20/2017","Phone",49
"11/20/2017","Fax",12
"11/20/2017","Referral",74
"11/20/2017","Postal mail",44
"11/20/2017","Web",533
"10/04/2014","Phone",1
"10/04/2014","Postal mail",1
"10/04/2014","Web",171
"03/06/2019","Fax",4
"03/06/2019","Phone",52
"03/06/2019","Postal mail",63
"03/06/2019","Web",634
"03/06/2019","Referral",84
"09/28/2016","Fax",3
"09/28/2016","Phone",53
"09/28/2016","Referral",128
"09/28/2016","Postal mail",66
"09/28/2016","Web",549
"06/03/2016","Fax",3
"06/03/2016","Phone",58
"06/03/2016","Postal mail",49
"06/03/2016","Web",448
"06/03/2016","Referral",108
"06/24/2018","Web",366
"07/14/2017","Fax",2
"07/14/2017","Postal mail",67
"07/14/2017","Phone",40
"07/14/2017","Web",647
"07/14/2017","Referral",67
"03/13/2014","Fax",11
"03/13/2014","Postal mail",42
"03/13/2014","Phone",45
"03/13/2014","Referral",93
"03/13/2014","Web",417
"08/02/2013","Fax",4
"08/02/2013","Postal mail",26
"08/02/2013","Phone",34
"08/02/2013","Referral",91
"08/02/2013","Web",188
"08/13/2018","Postal mail",8
"08/13/2018","Fax",9
"08/13/2018","Referral",50
"08/13/2018","Phone",52
"08/13/2018","Web",662
"03/25/2014","Fax",7
"03/25/2014","Referral",32
"03/25/2014","Phone",52
"03/25/2014","Postal mail",53
"03/25/2014","Web",436
"06/12/2017","Postal mail",8
"06/12/2017","Phone",40
"06/12/2017","Fax",7
"06/12/2017","Referral",36
"06/12/2017","Web",591
"02/18/2019","Referral",1
"02/18/2019","Web",588
"07/08/2017","Web",336
"05/27/2016","Fax",19
"05/27/2016","Postal mail",16
"05/27/2016","Phone",47
"05/27/2016","Web",395
"05/27/2016","Referral",86
"08/22/2018","Postal mail",60
"08/22/2018","Referral",96
"08/22/2018","Fax",7
"08/22/2018","Phone",52
"08/22/2018","Web",631
"02/18/2018","Web",385
"12/07/2015","Fax",9
"12/07/2015","Referral",98
"12/07/2015","Phone",55
"12/07/2015","Postal mail",44
"12/07/2015","Web",324
"01/22/2013","Postal mail",20
"01/22/2013","Fax",16
"01/22/2013","Phone",34
"01/22/2013","Web",222
"01/22/2013","Referral",97
"08/05/2015","Fax",10
"08/05/2015","Postal mail",91
"08/05/2015","Referral",62
"08/05/2015","Phone",48
"08/05/2015","Web",519
"10/01/2013","Phone",27
"10/01/2013","Fax",8
"10/01/2013","Postal mail",80
"10/01/2013","Web",226
"10/01/2013","Referral",67
"12/02/2014","Fax",3
"12/02/2014","Email",1
"12/02/2014","Phone",43
"12/02/2014","Postal mail",56
"12/02/2014","Referral",69
"12/02/2014","Web",342
"08/22/2015","Web",230
"11/08/2018","Fax",10
"11/08/2018","Referral",85
"11/08/2018","Phone",41
"11/08/2018","Postal mail",8
"11/08/2018","Web",668
"07/28/2018","Referral",23
"07/28/2018","Web",321
"03/21/2016","Fax",5
"03/21/2016","Phone",59
"03/21/2016","Web",424
"03/21/2016","Referral",81
"03/21/2016","Postal mail",53
"10/27/2012","Fax",6
"10/27/2012","Web",98
"10/27/2012","Postal mail",31
"10/27/2012","Referral",8
"02/04/2015","Fax",7
"02/04/2015","Postal mail",31
"02/04/2015","Referral",87
"02/04/2015","Phone",29
"02/04/2015","Web",468
"05/13/2017","Web",287
"01/11/2018","Fax",55
"01/11/2018","Phone",49
"01/11/2018","Web",668
"01/11/2018","Referral",56
"01/11/2018","Postal mail",27
"07/14/2018","Web",348
"10/14/2015","Postal mail",20
"10/14/2015","Phone",72
"10/14/2015","Fax",10
"10/14/2015","Referral",142
"10/14/2015","Web",516
"04/07/2016","Fax",5
"04/07/2016","Postal mail",17
"04/07/2016","Referral",134
"04/07/2016","Web",428
"04/07/2016","Phone",70
"10/08/2014","Fax",10
"10/08/2014","Referral",81
"10/08/2014","Postal mail",48
"10/08/2014","Phone",35
"10/08/2014","Web",384
"01/09/2013","Fax",4
"01/09/2013","Phone",32
"01/09/2013","Postal mail",33
"01/09/2013","Web",171
"01/09/2013","Referral",227
"01/01/2014","Phone",1
"01/01/2014","Referral",1
"01/01/2014","Postal mail",1
"01/01/2014","Web",95
"12/04/2015","Fax",2
"12/04/2015","Phone",32
"12/04/2015","Postal mail",30
"12/04/2015","Referral",71
"12/04/2015","Web",343
"10/27/2017","Postal mail",36
"10/27/2017","Referral",58
"10/27/2017","Web",482
"10/27/2017","Phone",48
"10/27/2017","Fax",54
"04/30/2016","Phone",1
"04/30/2016","Web",192
"12/06/2013","Fax",6
"12/06/2013","Postal mail",35
"12/06/2013","Referral",28
"12/06/2013","Phone",45
"12/06/2013","Web",246
"10/22/2015","Postal mail",20
"10/22/2015","Referral",78
"10/22/2015","Phone",41
"10/22/2015","Web",489
"03/10/2012","Phone",3
"03/10/2012","Fax",4
"03/10/2012","Referral",20
"03/10/2012","Postal mail",35
"03/10/2012","Web",44
"12/04/2017","Fax",20
"12/04/2017","Referral",44
"12/04/2017","Phone",39
"12/04/2017","Postal mail",47
"12/04/2017","Web",522
"01/25/2014","Postal mail",4
"01/25/2014","Phone",2
"01/25/2014","Referral",37
"01/25/2014","Web",176
"04/25/2017","Fax",7
"04/25/2017","Phone",32
"04/25/2017","Postal mail",65
"04/25/2017","Referral",70
"04/25/2017","Web",787
"07/23/2017","Web",330
"12/14/2016","Phone",30
"12/14/2016","Postal mail",53
"12/14/2016","Fax",14
"12/14/2016","Referral",42
"12/14/2016","Web",460
"09/01/2017","Fax",4
"09/01/2017","Phone",34
"09/01/2017","Postal mail",17
"09/01/2017","Referral",44
"09/01/2017","Web",477
"03/07/2017","Fax",13
"03/07/2017","Referral",165
"03/07/2017","Postal mail",11
"03/07/2017","Phone",71
"03/07/2017","Web",651
"09/18/2019","Email",1
"09/18/2019","Fax",1
"09/18/2019","Phone",80
"09/18/2019","Referral",61
"09/18/2019","Postal mail",9
"09/18/2019","Web",771
"10/17/2016","Postal mail",37
"10/17/2016","Fax",15
"10/17/2016","Referral",97
"10/17/2016","Phone",53
"10/17/2016","Web",484
"07/24/2013","Fax",10
"07/24/2013","Postal mail",27
"07/24/2013","Referral",178
"07/24/2013","Phone",45
"07/24/2013","Web",198
"06/17/2017","Web",286
"04/29/2014","Fax",1
"04/29/2014","Postal mail",2
"04/29/2014","Phone",33
"04/29/2014","Web",370
"04/29/2014","Referral",183
"11/24/2018","Phone",1
"11/24/2018","Web",352
"01/28/2019","Fax",1
"01/28/2019","Phone",70
"01/28/2019","Referral",55
"01/28/2019","Web",591
"04/21/2015","Postal mail",19
"04/21/2015","Fax",6
"04/21/2015","Referral",100
"04/21/2015","Phone",45
"04/21/2015","Web",491
"01/15/2014","Fax",15
"01/15/2014","Referral",112
"01/15/2014","Phone",47
"01/15/2014","Postal mail",35
"01/15/2014","Web",333
"04/02/2015","Fax",4
"04/02/2015","Phone",41
"04/02/2015","Referral",95
"04/02/2015","Postal mail",42
"04/02/2015","Web",341
"02/05/2015","Fax",5
"02/05/2015","Postal mail",21
"02/05/2015","Phone",34
"02/05/2015","Referral",142
"02/05/2015","Web",409
"04/09/2016","Phone",3
"04/09/2016","Web",221
"06/30/2017","Fax",12
"06/30/2017","Postal mail",15
"06/30/2017","Phone",29
"06/30/2017","Referral",48
"06/30/2017","Web",465
"01/11/2012","Fax",1
"01/11/2012","Postal mail",4
"01/11/2012","Email",2
"01/11/2012","Phone",6
"01/11/2012","Referral",32
"01/11/2012","Web",106
"04/29/2017","Referral",13
"04/29/2017","Web",335
"02/10/2017","Fax",8
"02/10/2017","Postal mail",16
"02/10/2017","Referral",70
"02/10/2017","Phone",35
"02/10/2017","Web",636
"02/25/2018","Web",506
"02/24/2012","Fax",2
"02/24/2012","Phone",7
"02/24/2012","Referral",62
"02/24/2012","Web",71
"09/22/2015","Fax",2
"09/22/2015","Postal mail",17
"09/22/2015","Web",490
"09/22/2015","Referral",159
"09/22/2015","Phone",47
"06/18/2018","Fax",2
"06/18/2018","Postal mail",7
"06/18/2018","Phone",60
"06/18/2018","Referral",66
"06/18/2018","Web",593
"09/05/2014","Fax",5
"09/05/2014","Postal mail",34
"09/05/2014","Phone",36
"09/05/2014","Web",327
"09/05/2014","Referral",44
"12/21/2017","Fax",26
"12/21/2017","Referral",63
"12/21/2017","Phone",44
"12/21/2017","Postal mail",31
"12/21/2017","Web",603
"05/14/2014","Fax",2
"05/14/2014","Email",1
"05/14/2014","Postal mail",6
"05/14/2014","Phone",25
"05/14/2014","Referral",199
"05/14/2014","Web",382
"03/19/2013","Postal mail",29
"03/19/2013","Phone",41
"03/19/2013","Referral",135
"03/19/2013","Email",1
"03/19/2013","Web",203
"11/05/2012","Phone",26
"11/05/2012","Fax",4
"11/05/2012","Postal mail",9
"11/05/2012","Web",125
"11/05/2012","Referral",90
"04/03/2015","Fax",6
"04/03/2015","Postal mail",58
"04/03/2015","Referral",38
"04/03/2015","Phone",28
"04/03/2015","Web",371
"07/03/2013","Fax",8
"07/03/2013","Postal mail",13
"07/03/2013","Email",4
"07/03/2013","Referral",37
"07/03/2013","Phone",38
"07/03/2013","Web",147
"10/13/2018","Web",335
"04/06/2017","Fax",5
"04/06/2017","Postal mail",33
"04/06/2017","Referral",48
"04/06/2017","Phone",50
"04/06/2017","Web",633
"09/12/2019","Postal mail",21
"09/12/2019","Fax",7
"09/12/2019","Web",793
"09/12/2019","Phone",69
"09/12/2019","Referral",89
"12/22/2017","Fax",20
"12/22/2017","Referral",38
"12/22/2017","Phone",37
"12/22/2017","Postal mail",25
"12/22/2017","Web",517
"10/03/2013","Fax",3
"10/03/2013","Email",4
"10/03/2013","Phone",15
"10/03/2013","Postal mail",22
"10/03/2013","Web",183
"10/03/2013","Referral",131
"04/14/2018","Referral",5
"04/14/2018","Web",347
"02/04/2019","Postal mail",2
"02/04/2019","Referral",49
"02/04/2019","Phone",68
"02/04/2019","Web",651
"10/10/2015","Web",210
"02/12/2018","Email",1
"02/12/2018","Fax",123
"02/12/2018","Referral",55
"02/12/2018","Phone",62
"02/12/2018","Web",805
"10/03/2016","Postal mail",28
"10/03/2016","Fax",8
"10/03/2016","Referral",152
"10/03/2016","Phone",53
"10/03/2016","Web",588
"10/04/2016","Fax",17
"10/04/2016","Postal mail",66
"10/04/2016","Referral",98
"10/04/2016","Web",625
"10/04/2016","Phone",47
"12/15/2016","Fax",14
"12/15/2016","Phone",40
"12/15/2016","Postal mail",32
"12/15/2016","Referral",71
"12/15/2016","Web",457
"02/27/2015","Fax",7
"02/27/2015","Phone",29
"02/27/2015","Postal mail",31
"02/27/2015","Web",355
"02/27/2015","Referral",46
"07/01/2013","Fax",7
"07/01/2013","Postal mail",9
"07/01/2013","Referral",87
"07/01/2013","Phone",34
"07/01/2013","Web",173
"05/05/2016","Fax",5
"05/05/2016","Postal mail",21
"05/05/2016","Phone",61
"05/05/2016","Referral",140
"05/05/2016","Web",464
"04/25/2012","Email",1
"04/25/2012","Fax",4
"04/25/2012","Postal mail",13
"04/25/2012","Phone",27
"04/25/2012","Web",76
"04/25/2012","Referral",178
"11/17/2012","Referral",22
"11/17/2012","Web",70
"01/21/2016","Fax",8
"01/21/2016","Phone",42
"01/21/2016","Referral",104
"01/21/2016","Postal mail",60
"01/21/2016","Web",443
"03/04/2013","Postal mail",15
"03/04/2013","Fax",11
"03/04/2013","Phone",39
"03/04/2013","Web",160
"03/04/2013","Referral",183
"10/08/2018","Referral",1
"10/08/2018","Web",545
"04/03/2016","Web",168
"12/30/2014","Fax",8
"12/30/2014","Phone",39
"12/30/2014","Referral",78
"12/30/2014","Web",426
"12/30/2014","Postal mail",51
"01/09/2015","Postal mail",27
"01/09/2015","Phone",39
"01/09/2015","Web",323
"01/09/2015","Fax",3
"01/09/2015","Referral",42
"07/16/2016","Phone",2
"07/16/2016","Web",247
"08/18/2014","Postal mail",50
"08/18/2014","Fax",16
"08/18/2014","Phone",42
"08/18/2014","Referral",70
"08/18/2014","Web",344
"07/07/2017","Fax",13
"07/07/2017","Postal mail",75
"07/07/2017","Referral",92
"07/07/2017","Web",587
"07/07/2017","Phone",41
"08/08/2019","Fax",5
"08/08/2019","Phone",76
"08/08/2019","Postal mail",7
"08/08/2019","Web",821
"08/08/2019","Referral",69
"02/11/2016","Fax",9
"02/11/2016","Phone",49
"02/11/2016","Postal mail",16
"02/11/2016","Referral",187
"02/11/2016","Web",409
"07/30/2012","Email",1
"07/30/2012","Fax",4
"07/30/2012","Phone",41
"07/30/2012","Web",96
"07/30/2012","Postal mail",11
"07/30/2012","Referral",122
"01/05/2016","Phone",37
"01/05/2016","Fax",11
"01/05/2016","Referral",68
"01/05/2016","Postal mail",47
"01/05/2016","Web",441
"07/14/2015","Fax",10
"07/14/2015","Postal mail",29
"07/14/2015","Phone",44
"07/14/2015","Referral",70
"07/14/2015","Web",516
"10/20/2018","Referral",3
"10/20/2018","Web",333
"11/17/2015","Referral",89
"11/17/2015","Phone",46
"11/17/2015","Fax",10
"11/17/2015","Postal mail",53
"11/17/2015","Web",442
"08/29/2014","Fax",6
"08/29/2014","Phone",35
"08/29/2014","Postal mail",56
"08/29/2014","Referral",72
"08/29/2014","Web",287
"04/03/2018","Postal mail",52
"04/03/2018","Fax",88
"04/03/2018","Phone",50
"04/03/2018","Web",710
"04/03/2018","Referral",126
"06/08/2017","Fax",3
"06/08/2017","Postal mail",78
"06/08/2017","Referral",44
"06/08/2017","Web",585
"06/08/2017","Phone",32
"07/26/2019","Postal mail",9
"07/26/2019","Fax",15
"07/26/2019","Phone",63
"07/26/2019","Referral",66
"07/26/2019","Web",674
"07/19/2015","Web",181
"07/19/2015","Referral",21
"07/05/2018","Fax",8
"07/05/2018","Postal mail",22
"07/05/2018","Phone",67
"07/05/2018","Referral",92
"07/05/2018","Web",677
"01/16/2016","Referral",86
"01/16/2016","Web",196
"07/30/2017","Web",351
"07/18/2019","Fax",16
"07/18/2019","Postal mail",43
"07/18/2019","Referral",58
"07/18/2019","Phone",59
"07/18/2019","Web",795
"10/18/2017","Fax",11
"10/18/2017","Phone",40
"10/18/2017","Postal mail",38
"10/18/2017","Referral",63
"10/18/2017","Web",638
"05/20/2017","Phone",2
"05/20/2017","Referral",36
"05/20/2017","Web",280
"09/18/2016","Web",201
"01/15/2019","Fax",16
"01/15/2019","Phone",35
"01/15/2019","Referral",80
"01/15/2019","Web",631
"01/15/2019","Postal mail",65
"06/01/2017","Referral",69
"06/01/2017","Fax",5
"06/01/2017","Postal mail",98
"06/01/2017","Phone",45
"06/01/2017","Web",582
"12/18/2018","Fax",7
"12/18/2018","Phone",57
"12/18/2018","Postal mail",61
"12/18/2018","Web",696
"12/18/2018","Referral",102
"04/12/2017","Fax",21
"04/12/2017","Phone",35
"04/12/2017","Web",579
"04/12/2017","Postal mail",92
"04/12/2017","Referral",125
"10/20/2015","Phone",36
"10/20/2015","Fax",7
"10/20/2015","Postal mail",55
"10/20/2015","Web",484
"10/20/2015","Referral",52
"09/18/2017","Fax",1
"09/18/2017","Postal mail",10
"09/18/2017","Phone",71
"09/18/2017","Referral",67
"09/18/2017","Web",729
"09/10/2017","Referral",9
"09/10/2017","Web",654
"02/01/2019","Postal mail",1
"02/01/2019","Fax",4
"02/01/2019","Phone",62
"02/01/2019","Referral",48
"02/01/2019","Web",648
"04/13/2017","Postal mail",9
"04/13/2017","Fax",9
"04/13/2017","Referral",61
"04/13/2017","Web",575
"04/13/2017","Phone",33
"02/23/2014","Web",169
"05/04/2017","Fax",6
"05/04/2017","Referral",75
"05/04/2017","Postal mail",79
"05/04/2017","Web",670
"05/04/2017","Phone",46
"09/10/2012","Postal mail",13
"09/10/2012","Fax",10
"09/10/2012","Phone",37
"09/10/2012","Web",98
"09/10/2012","Referral",168
"02/20/2019","Fax",1
"02/20/2019","Postal mail",2
"02/20/2019","Referral",102
"02/20/2019","Web",824
"02/20/2019","Phone",54
"02/19/2018","Referral",1
"02/19/2018","Web",601
"09/26/2013","Referral",63
"09/26/2013","Phone",45
"09/26/2013","Fax",6
"09/26/2013","Postal mail",10
"09/26/2013","Web",281
"11/03/2014","Fax",13
"11/03/2014","Postal mail",11
"11/03/2014","Phone",47
"11/03/2014","Web",291
"11/03/2014","Referral",83
"08/09/2017","Fax",1
"08/09/2017","Referral",94
"08/09/2017","Phone",57
"08/09/2017","Postal mail",51
"08/09/2017","Web",661
"04/20/2016","Fax",8
"04/20/2016","Postal mail",39
"04/20/2016","Phone",50
"04/20/2016","Referral",163
"04/20/2016","Web",459
"09/07/2017","Postal mail",9
"09/07/2017","Fax",7
"09/07/2017","Referral",141
"09/07/2017","Web",556
"09/07/2017","Phone",37
"07/11/2016","Fax",11
"07/11/2016","Postal mail",8
"07/11/2016","Referral",95
"07/11/2016","Phone",46
"07/11/2016","Web",408
"02/05/2014","Fax",12
"02/05/2014","Phone",46
"02/05/2014","Postal mail",47
"02/05/2014","Referral",72
"02/05/2014","Web",358
"03/29/2018","Phone",47
"03/29/2018","Referral",94
"03/29/2018","Postal mail",57
"03/29/2018","Fax",37
"03/29/2018","Web",707
"05/13/2018","Web",288
"10/17/2015","Phone",1
"10/17/2015","Web",154
"08/24/2012","Fax",1
"08/24/2012","Web",110
"08/24/2012","Referral",91
"08/24/2012","Postal mail",19
"08/24/2012","Phone",23
"05/19/2015","Referral",74
"05/19/2015","Fax",9
"05/19/2015","Phone",40
"05/19/2015","Postal mail",20
"05/19/2015","Web",520
"06/08/2019","Referral",1
"06/08/2019","Phone",3
"06/08/2019","Web",472
"08/29/2018","Fax",7
"08/29/2018","Referral",67
"08/29/2018","Phone",51
"08/29/2018","Postal mail",105
"08/29/2018","Web",649
"08/27/2016","Phone",4
"08/27/2016","Referral",3
"08/27/2016","Web",251
"12/20/2017","Fax",8
"12/20/2017","Phone",41
"12/20/2017","Postal mail",42
"12/20/2017","Referral",64
"12/20/2017","Web",660
"03/02/2017","Referral",126
"03/02/2017","Fax",13
"03/02/2017","Postal mail",38
"03/02/2017","Phone",56
"03/02/2017","Web",510
"01/05/2018","Fax",9
"01/05/2018","Phone",37
"01/05/2018","Postal mail",32
"01/05/2018","Referral",59
"01/05/2018","Web",694
"06/15/2015","Fax",10
"06/15/2015","Phone",41
"06/15/2015","Referral",78
"06/15/2015","Postal mail",29
"06/15/2015","Web",408
"11/30/2018","Postal mail",1
"11/30/2018","Phone",69
"11/30/2018","Web",632
"11/30/2018","Fax",5
"11/30/2018","Referral",71
"09/19/2017","Fax",8
"09/19/2017","Postal mail",29
"09/19/2017","Web",762
"09/19/2017","Referral",104
"09/19/2017","Phone",75
"04/01/2016","Fax",9
"04/01/2016","Referral",87
"04/01/2016","Phone",51
"04/01/2016","Postal mail",42
"04/01/2016","Web",418
"05/14/2018","Postal mail",11
"05/14/2018","Fax",63
"05/14/2018","Referral",70
"05/14/2018","Phone",74
"05/14/2018","Web",690
"03/08/2016","Referral",38
"03/08/2016","Fax",20
"03/08/2016","Phone",48
"03/08/2016","Postal mail",121
"03/08/2016","Web",442
"10/03/2018","Phone",44
"10/03/2018","Referral",80
"10/03/2018","Fax",11
"10/03/2018","Postal mail",86
"10/03/2018","Web",695
"10/27/2018","Phone",1
"10/27/2018","Referral",7
"10/27/2018","Web",333
"05/10/2016","Email",1
"05/10/2016","Fax",29
"05/10/2016","Phone",46
"05/10/2016","Web",505
"05/10/2016","Referral",87
"05/10/2016","Postal mail",74
"06/20/2012","Email",2
"06/20/2012","Fax",6
"06/20/2012","Referral",73
"06/20/2012","Phone",33
"06/20/2012","Postal mail",28
"06/20/2012","Web",221
"07/27/2015","Fax",9
"07/27/2015","Postal mail",14
"07/27/2015","Phone",44
"07/27/2015","Referral",93
"07/27/2015","Web",457
"09/04/2014","Phone",23
"09/04/2014","Fax",6
"09/04/2014","Postal mail",105
"09/04/2014","Web",379
"09/04/2014","Referral",161
"01/28/2016","Postal mail",14
"01/28/2016","Fax",13
"01/28/2016","Phone",42
"01/28/2016","Referral",109
"01/28/2016","Web",443
"12/26/2013","Postal mail",56
"12/26/2013","Phone",35
"12/26/2013","Fax",3
"12/26/2013","Referral",88
"12/26/2013","Web",177
"04/12/2013","Fax",6
"04/12/2013","Postal mail",8
"04/12/2013","Referral",101
"04/12/2013","Web",150
"04/12/2013","Phone",40
"10/15/2019","Postal mail",33
"10/15/2019","Fax",18
"10/15/2019","Phone",108
"10/15/2019","Referral",83
"10/15/2019","Web",804
"02/27/2016","Phone",3
"02/27/2016","Web",212
"02/27/2016","Referral",14
"03/02/2018","Postal mail",23
"03/02/2018","Referral",46
"03/02/2018","Phone",37
"03/02/2018","Fax",11
"03/02/2018","Web",751
"04/03/2014","Fax",8
"04/03/2014","Phone",39
"04/03/2014","Postal mail",55
"04/03/2014","Referral",121
"04/03/2014","Web",380
"03/29/2016","Fax",12
"03/29/2016","Referral",121
"03/29/2016","Postal mail",47
"03/29/2016","Phone",43
"03/29/2016","Web",493
"08/01/2015","Phone",2
"08/01/2015","Web",237
"11/15/2013","Fax",2
"11/15/2013","Postal mail",19
"11/15/2013","Phone",46
"11/15/2013","Web",243
"11/15/2013","Referral",93
"01/08/2012","Referral",1
"01/08/2012","Web",47
"11/13/2015","Postal mail",31
"11/13/2015","Phone",42
"11/13/2015","Fax",13
"11/13/2015","Web",397
"11/13/2015","Referral",122
"11/21/2014","Phone",27
"11/21/2014","Fax",4
"11/21/2014","Referral",73
"11/21/2014","Web",358
"11/21/2014","Postal mail",50
"05/21/2014","Phone",47
"05/21/2014","Fax",7
"05/21/2014","Referral",110
"05/21/2014","Postal mail",51
"05/21/2014","Web",381
"03/08/2014","Phone",2
"03/08/2014","Fax",5
"03/08/2014","Postal mail",53
"03/08/2014","Referral",12
"03/08/2014","Web",104
"05/07/2018","Fax",20
"05/07/2018","Phone",53
"05/07/2018","Referral",77
"05/07/2018","Web",719
"04/21/2018","Web",370
"12/02/2016","Fax",4
"12/02/2016","Postal mail",20
"12/02/2016","Referral",60
"12/02/2016","Phone",47
"12/02/2016","Web",450
"06/23/2017","Fax",5
"06/23/2017","Referral",52
"06/23/2017","Postal mail",24
"06/23/2017","Phone",44
"06/23/2017","Web",541
"10/08/2019","Postal mail",13
"10/08/2019","Email",4
"10/08/2019","Fax",6
"10/08/2019","Phone",86
"10/08/2019","Referral",88
"10/08/2019","Web",843
"12/23/2016","Fax",6
"12/23/2016","Postal mail",15
"12/23/2016","Referral",30
"12/23/2016","Phone",26
"12/23/2016","Web",371
"08/20/2018","Phone",63
"08/20/2018","Postal mail",33
"08/20/2018","Fax",38
"08/20/2018","Referral",55
"08/20/2018","Web",659
"02/01/2018","Fax",12
"02/01/2018","Postal mail",96
"02/01/2018","Referral",93
"02/01/2018","Web",742
"02/01/2018","Phone",36
"06/04/2019","Postal mail",11
"06/04/2019","Fax",3
"06/04/2019","Phone",71
"06/04/2019","Referral",77
"06/04/2019","Web",700
"09/07/2016","Phone",50
"09/07/2016","Postal mail",48
"09/07/2016","Fax",3
"09/07/2016","Referral",118
"09/07/2016","Web",570
"11/26/2018","Fax",5
"11/26/2018","Postal mail",12
"11/26/2018","Phone",55
"11/26/2018","Web",680
"11/26/2018","Referral",61
"10/29/2015","Fax",9
"10/29/2015","Referral",108
"10/29/2015","Web",421
"10/29/2015","Phone",48
"10/29/2015","Postal mail",56
"03/10/2017","Fax",12
"03/10/2017","Phone",22
"03/10/2017","Postal mail",48
"03/10/2017","Referral",74
"03/10/2017","Web",503
"01/04/2019","Fax",4
"01/04/2019","Postal mail",2
"01/04/2019","Phone",37
"01/04/2019","Referral",68
"01/04/2019","Web",560
"03/26/2013","Email",3
"03/26/2013","Fax",4
"03/26/2013","Postal mail",64
"03/26/2013","Phone",25
"03/26/2013","Web",188
"03/26/2013","Referral",90
"11/23/2016","Fax",7
"11/23/2016","Phone",37
"11/23/2016","Postal mail",77
"11/23/2016","Referral",101
"11/23/2016","Web",366
"04/11/2014","Email",1
"04/11/2014","Referral",117
"04/11/2014","Fax",12
"04/11/2014","Postal mail",45
"04/11/2014","Phone",41
"04/11/2014","Web",366
"10/25/2017","Fax",10
"10/25/2017","Phone",65
"10/25/2017","Postal mail",67
"10/25/2017","Web",620
"10/25/2017","Referral",98
"05/06/2015","Postal mail",15
"05/06/2015","Fax",11
"05/06/2015","Phone",32
"05/06/2015","Referral",98
"05/06/2015","Web",432
"11/07/2018","Fax",15
"11/07/2018","Postal mail",86
"11/07/2018","Phone",46
"11/07/2018","Web",712
"11/07/2018","Referral",75
"12/15/2018","Phone",5
"12/15/2018","Web",359
"08/10/2018","Postal mail",7
"08/10/2018","Phone",35
"08/10/2018","Fax",8
"08/10/2018","Referral",71
"08/10/2018","Web",669
"11/28/2012","Postal mail",30
"11/28/2012","Phone",21
"11/28/2012","Fax",5
"11/28/2012","Email",1
"11/28/2012","Referral",112
"11/28/2012","Web",140
"07/17/2015","Postal mail",13
"07/17/2015","Fax",5
"07/17/2015","Phone",33
"07/17/2015","Referral",40
"07/17/2015","Web",421
"05/30/2015","Web",186
